運行日,運行ID1,トリップ番号,トリップの起点時刻,起点の道路種別コード,経度_origin,緯度_origin,トリップの終点時刻,終点の道路種別コード,経度_destination,緯度_destination,自動車の用途,edge_id_origin,edge_id_destination,rou_id
20211003,322,4,20211003230825,2,139.8990561,35.9306756,20211003232804,2,139.7784337,35.9909968,1,1346889215N,cluster_1341042425_3295797668N,20211003_322_4
20211003,372,1,20211003134656,2,139.8703981,35.9312255,20211003135930,2,139.8983762,35.9310955,0,1346871196N,cluster_1347488752_9432826227N,20211003_372_1
20211003,491,1,20211003142207,1,139.8280764,35.8004852,20211003142928,0,139.8994583,35.877944,1,559436170N,5478033279N,20211003_491_1
20211003,491,2,20211003222006,0,139.8998083,35.877924,20211003222815,1,139.8283564,35.8007151,1,5478033280N,559436170N,20211003_491_2
20211003,534,4,20211003213412,0,139.70131,35.92695,20211003215117,1,139.76079,35.8007,2,370268754N,308934664N,20211003_534_4
20211003,720,3,20211003064713,1,139.8285064,35.8011251,20211003065418,0,139.8987584,35.8775941,3,559436170N,5478033279N,20211003_720_3
20211003,733,1,20211003070214,1,139.8283664,35.8009251,20211003070842,0,139.8986384,35.8775341,0,559436170N,5478033279N,20211003_733_1
20211003,733,2,20211003145350,2,139.893555,35.955883,20211003152052,1,139.8281564,35.8003752,0,1346902467N,559436170N,20211003_733_2
20211003,1134,2,20211003223911,0,139.8996483,35.877844,20211003224611,1,139.8281864,35.8004452,4,5478033280N,559436170N,20211003_1134_2
20211003,1139,2,20211003174120,2,139.70198,35.81041,20211003174430,3,139.70428,35.81435,0,1740454181N,cluster_1165290499_1740031486N,20211003_1139_2
20211003,1139,3,20211003185411,2,139.7002,35.81373,20211003185411,2,139.7002,35.81373,0,1168292225N,1168292225N,20211003_1139_3
20211003,1256,1,20211003115150,2,139.8978185,35.8914312,20211003115303,2,139.8994984,35.8872821,1,1505134271N,cluster_11662327406_5684401837N,20211003_1256_1
20211003,1256,2,20211003120302,0,139.8997283,35.877694,20211003121535,2,139.8693522,35.8425491,1,5478033280N,cluster_11329187962_313011715N,20211003_1256_2
20211003,1256,3,20211003164858,2,139.8758817,35.8420892,20211003165230,2,139.8834609,35.8430892,1,6417612652N,811016087N,20211003_1256_3
20211003,1256,4,20211003191947,2,139.8962596,35.8445691,20211003192210,2,139.8999588,35.8539079,1,310493876N,cluster_1503601696_6904893997_6905062009_720626835N,20211003_1256_4
20211003,1290,1,20211003141019,0,139.8984384,35.8772341,20211003141815,1,139.8281564,35.8003752,2,264005498N,559436170N,20211003_1290_1
20211003,1320,1,20211003003313,0,139.7010463,35.8468144,20211003004448,0,139.8780227,35.8008046,2,2550132181N,465290731N,20211003_1320_1
20211003,1320,2,20211003130926,0,139.8779528,35.8005746,20211003131851,0,139.7702501,35.848706,2,465290731N,308788512N,20211003_1320_2
20211003,1320,3,20211003144448,2,139.700017,35.8311563,20211003144955,2,139.7003669,35.8337759,2,1174868376N,5575128822N,20211003_1320_3
20211003,1320,4,20211003185337,0,139.7009163,35.8467944,20211003190620,0,139.8780327,35.8007146,2,2550132181N,465290731N,20211003_1320_4
20211003,1891,1,20211003201949,1,139.8279664,35.8002852,20211003202140,1,139.8473845,35.8165727,1,559436170N,11122648165N,20211003_1891_1
20211003,1917,1,20211003080528,2,139.7004861,35.8546034,20211003080936,2,139.720704,35.8631927,1,6443888640N,9211398357N,20211003_1917_1
20211003,1917,2,20211003084344,2,139.7126748,35.8601829,20211003084600,2,139.7007161,35.8547634,1,1709997444N,cluster_1408533133_1874057149N,20211003_1917_2
20211003,1990,1,20211003064552,2,139.8657634,35.8084037,20211003072436,2,139.7001533,35.9277252,3,6380199222N,4527589470N,20211003_1990_1
20211003,1990,4,20211003105130,0,139.7001633,35.9281452,20211003110848,0,139.8779827,35.8015245,3,370268754N,465290731N,20211003_1990_4
20211003,1990,5,20211003141611,2,139.8509747,35.8011248,20211003141615,2,139.8511447,35.8011348,3,1619696282N,1619696282N,20211003_1990_5
20211003,2013,1,20211003014708,1,139.760362,35.8017235,20211003015739,0,139.7006433,35.9273953,0,308934664N,529143487N,20211003_2013_1
20211003,2064,1,20211003201752,2,139.86343,35.94923,20211003204123,1,139.82901,35.80169,3,1347504222N,559436170N,20211003_2064_1
20211003,2091,1,20211003170757,2,139.7977686,35.8082539,20211003170920,2,139.8018785,35.800365,1,1179209121N,1498816150N,20211003_2091_1
20211003,2176,1,20211003142136,0,139.7009863,35.8468044,20211003143309,0,139.8780927,35.8008846,0,2550132181N,465290731N,20211003_2176_1
20211003,2178,1,20211003113252,1,139.760822,35.8000637,20211003113640,1,139.7407129,35.846655,4,308934664N,563661401N,20211003_2178_1
20211003,2178,2,20211003120723,2,139.727054,35.8476547,20211003120737,2,139.7256841,35.8479746,4,cluster_2653248022_9587622260N,2653248029N,20211003_2178_2
20211003,2178,3,20211003135340,2,139.7141251,35.8486143,20211003135708,2,139.7015361,35.8526337,4,7477615915N,cluster_10797200637_10797200733_10797200862_10797200863_#6moreN,20211003_2178_3
20211003,2292,1,20211003070736,0,139.8994283,35.877734,20211003071520,0,139.8127861,35.8508374,4,5478033280N,1519451927N,20211003_2292_1
20211003,2292,2,20211003090112,2,139.7717303,35.8361378,20211003091221,2,139.715115,35.8492043,4,cluster_1406756320_6576324823N,7477615897N,20211003_2292_2
20211003,2292,3,20211003165107,0,139.7007363,35.8467644,20211003170425,0,139.8995283,35.877984,4,2550132181N,5478033279N,20211003_2292_3
20211003,2470,1,20211003085254,2,139.7000964,35.8466944,20211003085430,2,139.7112453,35.8486643,4,7204829785N,1955925665N,20211003_2470_1
20211003,2649,1,20211003061537,1,139.760812,35.8001037,20211003062534,0,139.7009333,35.9271054,0,308934664N,529143487N,20211003_2649_1
20211003,2649,5,20211003193022,0,139.7006233,35.9276853,20211003194357,1,139.760852,35.8004337,0,370268754N,308934664N,20211003_2649_5
20211003,2680,1,20211003075920,2,139.8992684,35.882733,20211003080001,0,139.8996683,35.8785639,3,1503594925N,5478033279N,20211003_2680_1
20211003,2803,5,20211003230836,0,139.8779928,35.8002946,20211003231534,0,139.7724899,35.8485462,4,465290731N,308788512N,20211003_2803_5
20211003,2803,6,20211003231552,0,139.7668505,35.8490457,20211003231918,0,139.7017063,35.8468244,4,308788512N,2550126961N,20211003_2803_6
20211003,2872,2,20211003082358,0,139.7013963,35.8468643,20211003082631,0,139.748602,35.8524145,1,2550132181N,206411408N,20211003_2872_2
20211003,2872,3,20211003082648,0,139.7541116,35.8513248,20211003083708,0,139.8981584,35.8772941,1,1781291552N,264005498N,20211003_2872_3
20211003,2872,4,20211003170918,0,139.8997483,35.877894,20211003172820,0,139.7005364,35.8466144,1,5478033280N,2550126961N,20211003_2872_4
20211003,2939,1,20211003114926,2,139.7991969,35.8538869,20211003120315,0,139.7007033,35.9273553,4,309590520N,529143487N,20211003_2939_1
20211003,3182,5,20211003163113,1,139.76079,35.80011,20211003164557,2,139.70036,35.89269,4,308934664N,1344684648N,20211003_3182_5
20211003,3220,1,20211003071634,1,139.760362,35.8016835,20211003071859,1,139.756462,35.8324173,0,308934664N,5910007400N,20211003_3220_1
20211003,3277,8,20211003150340,0,139.8765227,35.8063239,20211003150340,0,139.8765227,35.8063239,1,465288662N,465288662N,20211003_3277_8
20211003,3277,10,20211003150348,0,139.8760626,35.8081836,20211003150554,0,139.8595731,35.8358599,1,465288662N,264005881N,20211003_3277_10
20211003,3277,12,20211003150607,0,139.8565332,35.8386995,20211003151601,0,139.7353131,35.8533741,1,360601233N,309601745N,20211003_3277_12
20211003,3277,13,20211003151817,0,139.7201128,35.8930393,20211003152041,0,139.7011632,35.9268554,1,4875391513N,529143487N,20211003_3277_13
20211003,3277,30,20211003184529,0,139.7003733,35.9279252,20211003190458,0,139.8781427,35.8007746,1,370268754N,465290731N,20211003_3277_30
20211003,3356,1,20211003053001,1,139.8278564,35.8000652,20211003053655,0,139.8996683,35.878054,1,559436170N,5478033279N,20211003_3356_1
20211003,3356,2,20211003142722,0,139.8997483,35.877894,20211003143209,1,139.8543137,35.8299808,1,5478033280N,559397211N,20211003_3356_2
20211003,3606,2,20211003135858,0,139.8990183,35.8775241,20211003140704,1,139.8283164,35.8006551,2,5478033280N,559436170N,20211003_3606_2
20211003,3606,4,20211003183724,1,139.8278864,35.8001452,20211003184432,0,139.8996283,35.877994,2,559436170N,5478033279N,20211003_3606_4
20211003,3649,1,20211003055917,3,139.8986201,35.8275412,20211003061314,2,139.8629527,35.8414692,0,332940459N,3774578530N,20211003_3649_1
20211003,3649,2,20211003064746,2,139.8620626,35.8455486,20211003065505,2,139.8991394,35.8441492,0,906319185N,313488223N,20211003_3649_2
20211003,3712,1,20211003065214,1,139.8280864,35.8005052,20211003065910,0,139.8989683,35.877704,1,559436170N,5478033279N,20211003_3712_1
20211003,3712,2,20211003184934,0,139.8995783,35.877804,20211003190204,1,139.8282564,35.8005552,1,5478033280N,559436170N,20211003_3712_2
20211003,3864,2,20211003110244,1,139.760782,35.8002037,20211003111127,0,139.7064931,35.915247,2,308934664N,4248960562N,20211003_3864_2
20211003,3864,5,20211003200920,0,139.7004733,35.9278353,20211003204520,1,139.760962,35.8000538,2,370268754N,308934664N,20211003_3864_5
20211003,3916,1,20211003064107,0,139.7022262,35.8470243,20211003071420,2,139.8990349,35.9499236,1,2550132181N,1347496674N,20211003_3916_1
20211003,3916,2,20211003132055,0,139.8982484,35.8771641,20211003133325,0,139.77115,35.8486261,1,264005498N,308788512N,20211003_3916_2
20211003,4028,1,20211003141203,0,139.8121031,35.9231066,20211003141514,2,139.8184425,35.9246764,0,J224N,cluster_1285943207_800046615N,20211003_4028_1
20211003,4028,2,20211003142314,3,139.8139632,35.9176276,20211003142404,3,139.8108733,35.920797,0,1681328075N,3292356483N,20211003_4028_2
20211003,4232,1,20211003072011,2,139.8226798,35.9934474,20211003073046,2,139.7523356,35.9988354,0,2889266035N,cluster_10294734214_7503194189N,20211003_4232_1
20211003,4232,2,20211003075901,2,139.747626,35.9984553,20211003080703,2,139.7393777,35.9678593,0,1341141675N,1340929898N,20211003_4232_2
20211003,4232,3,20211003102135,2,139.7396177,35.9678893,20211003103104,2,139.7490459,35.9988453,0,1340929898N,1341141898N,20211003_4232_3
20211003,4232,4,20211003211657,2,139.7523756,35.9998153,20211003212720,2,139.8214699,35.9929274,0,cluster_10294734213_10294734218_10294734223_10294734224_#3moreN,1472057647N,20211003_4232_4
20211003,4283,2,20211003123018,1,139.8280464,35.8004252,20211003123504,0,139.8718525,35.8240116,0,559436170N,5566359036N,20211003_4283_2
20211003,4426,1,20211003181837,0,139.8991183,35.8775741,20211003183144,2,139.8780728,35.8002746,4,5478033280N,465291269N,20211003_4426_1
20211003,4426,2,20211003190210,2,139.8779228,35.8002946,20211003191359,0,139.8991783,35.877764,4,465291269N,5478033279N,20211003_4426_2
20211003,4453,1,20211003162339,1,139.8281564,35.8006251,20211003164309,2,139.7985071,35.8781734,3,559436170N,6857136788N,20211003_4453_1
20211003,4453,2,20211003201724,2,139.7993069,35.880583,20211003203640,1,139.8282564,35.8005951,3,1377378517N,559436170N,20211003_4453_2
20211003,4631,1,20211003104617,2,139.860993,35.8352001,20211003105152,2,139.8775927,35.8028343,0,530871110N,820045331N,20211003_4631_1
20211003,4703,1,20211003052535,1,139.8280164,35.8003852,20211003053204,0,139.8994683,35.877914,2,559436170N,5478033279N,20211003_4703_1
20211003,4703,3,20211003140152,0,139.8992783,35.877654,20211003140905,1,139.8280964,35.8002752,2,5478033280N,559436170N,20211003_4703_3
20211003,4758,1,20211003140902,2,139.73837,35.82279,20211003141807,3,139.73122,35.80377,1,1346351718N,1168290780N,20211003_4758_1
20211003,4758,2,20211003145027,2,139.73354,35.80654,20211003151125,2,139.75356,35.86632,1,cluster_1877033738_564710290N,cluster_1874060571_855546253N,20211003_4758_2
20211003,4758,3,20211003155352,2,139.75586,35.86782,20211003155450,3,139.75479,35.86892,1,1184348803N,1184348440N,20211003_4758_3
20211003,4832,1,20211003064429,2,139.7452619,35.8619634,20211003065213,2,139.7369839,35.8288372,1,1184347910N,1187208500N,20211003_4832_1
20211003,4832,2,20211003093156,2,139.7394637,35.8274775,20211003094455,2,139.743692,35.8622034,1,6575801867N,1406780193N,20211003_4832_2
20211003,4860,8,20211003204925,0,139.70071,35.92758,20211003205843,0,139.70059,35.84663,4,370268754N,2550126961N,20211003_4860_8
20211003,4869,1,20211003074618,2,139.7539613,35.8572342,20211003081937,2,139.7537113,35.8588941,1,2352950557N,cluster_1406657294_9956064506N,20211003_4869_1
20211003,4869,2,20211003123040,2,139.7493312,35.8687029,20211003125032,2,139.7199321,35.9065682,1,1971996205N,6948925046N,20211003_4869_2
20211003,4869,3,20211003160530,2,139.7170029,35.8975788,20211003164027,3,139.7057566,35.8273268,1,1412284076N,cluster_4398324311_443625468N,20211003_4869_3
20211003,4869,4,20211003165131,3,139.7057466,35.8273268,20211003170901,2,139.7541214,35.8550245,1,cluster_4398324311_443625468N,460092974N,20211003_4869_4
20211003,5151,1,20211003104659,1,139.8278264,35.8000052,20211003105436,0,139.8998583,35.8781539,0,559436170N,5478033279N,20211003_5151_1
20211003,5248,3,20211003170927,2,139.7588719,35.8088027,20211003171123,2,139.760852,35.8005937,1,1992730882N,cluster_10108597094_1993130466N,20211003_5248_3
20211003,5319,1,20211003140514,2,139.7921671,35.8847422,20211003142414,2,139.791424,35.9393334,1,3187273045N,cluster_1377320290_8077130470N,20211003_5319_1
20211003,5319,2,20211003165019,2,139.7924025,35.9998061,20211003170404,2,139.7921839,35.941523,1,10784499817N,cluster_9144691881_9144691882N,20211003_5319_2
20211003,5322,1,20211003115740,2,139.813927,35.8173729,20211003121448,2,139.8594941,35.8009348,1,cluster_1533977713_1533977794N,718512312N,20211003_5322_1
20211003,5322,2,20211003151831,2,139.8580942,35.8003149,20211003153239,2,139.8120371,35.8174929,1,1619743569N,3180671994N,20211003_5322_2
20211003,5356,3,20211004004413,0,139.7004533,35.9278553,20211004005345,1,139.760922,35.8001837,4,370268754N,308934664N,20211003_5356_3
20211003,5448,1,20211003081629,0,139.7975332,35.9530011,20211003084020,2,139.7005742,35.9085673,4,4248960560N,2677310229N,20211003_5448_1
20211003,5448,2,20211003214720,2,139.7008942,35.9084173,20211003220827,0,139.7981231,35.9527112,4,2677310229N,4248960562N,20211003_5448_2
20211003,5471,1,20211003074456,2,139.8017885,35.8002251,20211003080017,0,139.7005764,35.8466244,4,J96N,2550126961N,20211003_5471_1
20211003,5474,1,20211003145311,0,139.8993583,35.877694,20211003150146,1,139.8280664,35.8002252,3,5478033280N,559436170N,20211003_5474_1
20211003,5474,2,20211003165237,1,139.8279464,35.8002552,20211003165941,0,139.8996583,35.878044,3,559436170N,5478033279N,20211003_5474_2
20211003,5765,2,20211003131821,0,139.7018162,35.8469543,20211003133547,2,139.8398855,35.8012449,3,2550132181N,1663621301N,20211003_5765_2
20211003,5835,1,20211003191829,2,139.8994938,35.9905897,20211003192442,2,139.8988044,35.965892,0,1355065416N,2891730737N,20211003_5835_1
20211003,5852,1,20211003094154,0,139.7003733,35.9279352,20211003095401,1,139.760732,35.8008537,3,370268754N,308934664N,20211003_5852_1
20211003,6003,3,20211003163825,2,139.8471348,35.8059642,20211003164502,0,139.8284564,35.8007351,4,cluster_5369186952_8173589280N,559436170N,20211003_6003_3
20211003,6007,1,20211003102413,2,139.7613256,35.9705288,20211003104007,2,139.7003127,35.9424634,4,2648055579N,1343280850N,20211003_6007_1
20211003,6007,4,20211003223849,2,139.7423373,35.9723186,20211003225010,2,139.7010226,35.9425334,4,1340836551N,1343280850N,20211003_6007_4
20211003,6043,1,20211003192734,2,139.7016663,35.8469443,20211003193455,2,139.7197852,35.8333763,2,1189275695N,cluster_1174868680_420206791N,20211003_6043_1
20211003,6119,50,20211003162515,2,139.7009326,35.9426034,20211003162515,2,139.7009326,35.9426034,3,1343280850N,1343280850N,20211003_6119_50
20211003,6119,52,20211003162548,2,139.7032223,35.9428434,20211003162758,2,139.7116413,35.9456831,3,1343373876N,1343373675N,20211003_6119_52
20211003,6119,54,20211003162818,2,139.713661,35.946573,20211003163407,2,139.7068815,35.9585115,3,cluster_1342345494_1342346191_271728973_271917655N,1343318720N,20211003_6119_54
20211003,6331,1,20211003074224,2,139.75806,35.83929,20211003075026,2,139.76642,35.86582,3,9681425551N,cluster_1874067211_360602131N,20211003_6331_1
20211003,6331,2,20211003180557,2,139.76669,35.8639,20211003181613,3,139.75345,35.83715,3,925177890N,9681383315N,20211003_6331_2
20211003,6475,1,20211003132301,2,139.7499712,35.867793,20211003132610,2,139.7536813,35.8583941,1,2339998076N,9956064496N,20211003_6475_1
20211003,6475,2,20211003133629,0,139.7585318,35.8277584,20211003133819,0,139.760902,35.8002737,1,1226696414N,308934664N,20211003_6475_2
20211003,6475,15,20211003182434,0,139.7559921,35.8341669,20211003183211,0,139.7368332,35.8474248,1,5910007400N,308934883N,20211003_6475_15
20211003,6475,16,20211003183825,2,139.7446713,35.8753819,20211003183842,2,139.7430714,35.8763717,1,1412213588N,1412213661N,20211003_6475_16
20211003,6517,2,20211003155708,2,139.8787663,35.9466638,20211003155843,2,139.8798563,35.9450739,2,1346883213N,11173159057N,20211003_6517_2
20211003,6517,3,20211003160704,2,139.8780472,35.9360447,20211003160921,2,139.8724483,35.9264362,2,1347488686N,506088802N,20211003_6517_3
20211003,6517,4,20211003161359,2,139.8780984,35.9208569,20211003162826,0,139.8708226,35.8255314,2,cluster_1346879158_1347488705N,5566359036N,20211003_6517_4
20211003,6517,5,20211003162844,0,139.8733525,35.821072,20211003163004,0,139.8780327,35.8007146,2,1781291494N,465290731N,20211003_6517_5
20211003,6583,1,20211003194627,2,139.8672575,35.9417642,20211003200848,1,139.8283564,35.8007151,2,1346853618N,559436170N,20211003_6583_1
20211003,6647,1,20211003170516,2,139.8414743,35.8386493,20211003171834,2,139.8413543,35.8381394,3,cluster_3187723862_4758052619N,1417069902N,20211003_6647_1
20211003,6763,1,20211003161809,2,139.7324841,35.8340664,20211003161809,2,139.7324841,35.8340664,1,cluster_1192642214_9562553249N,cluster_1192642214_9562553249N,20211003_6763_1
20211003,6763,2,20211003171004,3,139.7324941,35.8339264,20211003171004,3,139.7324941,35.8339264,1,cluster_1192642214_9562553249N,cluster_1192642214_9562553249N,20211003_6763_2
20211003,6873,1,20211003011035,0,139.7010763,35.8468243,20211003012152,0,139.8778527,35.8016545,3,2550132181N,465290731N,20211003_6873_1
20211003,6880,1,20211003091349,2,139.7336132,35.8524642,20211003091758,2,139.7004464,35.8465744,4,563301969N,1408485447N,20211003_6880_1
20211003,6904,1,20211003075030,2,139.7454237,35.8002925,20211003075121,2,139.741974,35.8049714,3,1344869836N,1185506582N,20211003_6904_1
20211003,6904,2,20211003093248,2,139.7454337,35.8001826,20211003093248,2,139.7454337,35.8001826,3,1347944476N,1347944476N,20211003_6904_2
20211003,7047,1,20211003162246,2,139.8778828,35.8005846,20211003162246,2,139.8778828,35.8005846,4,5862488606N,465291269N,20211003_7047_1
20211003,7047,2,20211003191308,2,139.8307241,35.8768241,20211003192947,2,139.8773327,35.8038542,4,1810854142N,1537667409N,20211003_7047_2
20211003,7274,2,20211003024151,2,139.8982184,35.882843,20211003024239,0,139.8998883,35.8784739,0,4328731722N,5478033279N,20211003_7274_2
20211003,7274,5,20211003112521,0,139.8992883,35.878074,20211003112623,2,139.8997283,35.882633,0,5478033279N,969244765N,20211003_7274_5
20211003,7381,1,20211003085938,1,139.8346458,35.8056044,20211003090010,1,139.8280164,35.8001252,0,2579787363N,559436170N,20211003_7381_1
20211003,7381,2,20211003194118,1,139.8282264,35.8007451,20211003194808,0,139.8997883,35.878114,0,559436170N,5478033279N,20211003_7381_2
20211003,7415,2,20211003182935,0,139.7013032,35.9269554,20211003185535,2,139.7856081,35.8725537,0,370268754N,2147641619N,20211003_7415_2
20211003,7415,3,20211003202558,2,139.7862879,35.8788929,20211003204913,0,139.7007233,35.9273353,0,2095703802N,529143487N,20211003_7415_3
20211003,7437,1,20211003164944,0,139.7012232,35.9270554,20211003171027,0,139.8988483,35.877624,0,370268754N,5478033279N,20211003_7437_1
20211003,7491,3,20211003221442,1,139.76054,35.80105,20211003222634,2,139.78653,35.8359,3,308934664N,4754926327N,20211003_7491_3
20211003,7491,4,20211003230237,3,139.78642,35.83613,20211003231321,1,139.76039,35.8021,3,4754926327N,308934664N,20211003_7491_4
20211003,7516,1,20211003115207,2,139.7686508,35.8300987,20211003115459,2,139.7685008,35.8219004,4,9620010972N,1180842719N,20211003_7516_1
20211003,7516,2,20211003133705,3,139.7637313,35.8208304,20211003133951,2,139.7686908,35.8289889,4,1766506696N,cluster_1180842311_1180842511N,20211003_7516_2
20211003,7519,3,20211003204632,2,139.8625479,35.9416042,20211003205316,2,139.8999361,35.9304056,1,cluster_11172158549_11172158551_11172158552_11172158554_#2moreN,cluster_1347488734_9432826244N,20211003_7519_3
20211003,7544,1,20211003085951,2,139.7769194,35.8482465,20211003092010,2,139.7302452,35.8003915,2,1406698310N,cluster_9954599971_9954599973N,20211003_7544_1
20211003,7544,4,20211003154021,0,139.7003164,35.8466844,20211003160012,2,139.7811587,35.8605652,2,2550132181N,3182200110N,20211003_7544_4
20211003,7554,2,20211003191319,0,139.7005033,35.9278153,20211003192642,1,139.760932,35.8001437,0,370268754N,308934664N,20211003_7554_2
20211003,7575,1,20211003110155,0,139.760352,35.8017635,20211003111152,0,139.7000033,35.9280452,0,308934664N,529143487N,20211003_7575_1
20211003,7575,2,20211003144959,0,139.7001133,35.9282052,20211003150005,0,139.760942,35.8000837,0,370268754N,308934664N,20211003_7575_2
20211003,7649,1,20211003072939,2,139.80589,35.81931,20211003080547,2,139.79715,35.976,3,4758970595N,2738615673N,20211003_7649_1
20211003,7649,2,20211003085625,2,139.80115,35.97619,20211003085816,2,139.80936,35.97666,3,cluster_2738615696_8334123138_9167176987_9167177007N,1340741173N,20211003_7649_2
20211003,7649,3,20211003091429,2,139.80435,35.97641,20211003091501,2,139.79982,35.97611,3,1340742303N,1340738406N,20211003_7649_3
20211003,7649,4,20211003182055,2,139.79471,35.97639,20211003191327,3,139.78775,35.98826,3,1340738133N,cluster_11409908909_7317731411N,20211003_7649_4
20211003,7649,5,20211003203336,2,139.78661,35.98538,20211003205800,2,139.76526,35.93837,3,1340975769N,1340919028N,20211003_7649_5
20211003,7649,6,20211003211141,2,139.76616,35.93781,20211003214439,2,139.80978,35.82811,3,5385128278N,cluster_1492355411_6824310685N,20211003_7649_6
20211003,7683,2,20211003222447,2,139.8017485,35.800915,20211003225847,2,139.7920925,35.9999761,2,1270148548N,10784499818N,20211003_7683_2
20211003,7826,2,20211003173135,2,139.7640716,35.8020036,20211003173207,2,139.760832,35.8006337,4,cluster_10104624355_1347911192N,cluster_10108597094_1993130466N,20211003_7826_2
20211003,7909,1,20211003024045,0,139.8989683,35.8775141,20211003025313,0,139.7004964,35.8466244,1,5478033280N,2550126961N,20211003_7909_1
20211003,7977,1,20211003210839,2,139.841962,35.8984319,20211003210906,2,139.8386623,35.8974319,1,cluster_1349134436_1389164486_5857693973N,1349132737N,20211003_7977_1
20211003,7977,2,20211003212623,2,139.7831053,35.9214568,20211003213313,2,139.7803353,35.9259362,1,4771304964N,1389149894N,20211003_7977_2
20211003,8018,1,20211003193029,2,139.7298753,35.8000516,20211003195213,2,139.7902383,35.8375489,0,3914075027N,4754926286N,20211003_8018_1
20211003,8018,2,20211003235502,2,139.7759399,35.8329987,20211004001236,2,139.7008769,35.8312463,0,1409997060N,5575128766N,20211003_8018_2
20211003,8027,1,20211003155622,2,139.8247865,35.8052646,20211003155622,2,139.8247865,35.8052646,1,1417200646N,1417200646N,20211003_8027_1
20211003,8027,3,20211003163056,2,139.8273465,35.8000052,20211003163056,2,139.8273465,35.8000052,1,cluster_1022515512_3817927292N,cluster_1022515512_3817927292N,20211003_8027_3
20211003,8059,4,20211003164710,0,139.7006833,35.9276153,20211003170540,2,139.8782327,35.8002546,1,370268754N,465291269N,20211003_8059_4
20211003,8217,1,20211003083211,2,139.8180461,35.8332402,20211003085444,2,139.7635275,35.9136268,1,1517784440N,1381400292N,20211003_8217_1
20211003,8217,2,20211003091532,2,139.7564184,35.9118566,20211003093842,2,139.8017885,35.800775,1,1380282279N,J95N,20211003_8217_2
20211003,8217,4,20211003205004,1,139.8281564,35.8007151,20211003205004,1,139.8281564,35.8007151,1,559436170N,559436170N,20211003_8217_4
20211003,8217,5,20211003205503,2,139.8285461,35.8107738,20211003205715,2,139.8243559,35.8251715,1,2378857141N,1417083809N,20211003_8217_5
20211003,8330,2,20211003073807,2,139.8779328,35.8002047,20211003075142,0,139.7009963,35.8467044,2,465291269N,2550126961N,20211003_8330_2
20211003,8367,1,20211003145644,2,139.76486,35.85809,20211003152844,2,139.79233,35.99954,2,1676641322N,10784499818N,20211003_8367_1
20211003,8547,1,20211003130923,2,139.7820054,35.9202769,20211003131610,0,139.7894246,35.9268358,0,1377285664N,4875391513N,20211003_8547_1
20211003,8575,1,20211003082150,3,139.8044666,35.853407,20211003083824,2,139.8018085,35.8003051,1,cluster_2146189301_6593136917N,1498816150N,20211003_8575_1
20211003,8575,2,20211003195528,2,139.8018085,35.800455,20211003195543,2,139.8016085,35.8023748,1,1270148572N,cluster_1179206040_2395901284N,20211003_8575_2
20211003,8575,3,20211003205338,2,139.8026481,35.8117537,20211003210500,3,139.8060465,35.8518872,1,cluster_10067801511_10067863183_1179207407N,1182813293N,20211003_8575_3
20211003,8691,1,20211003055445,0,139.8779428,35.8006046,20211003055451,0,139.8776027,35.8024244,0,465290731N,465290731N,20211003_8691_1
20211003,8691,2,20211003055505,0,139.8764127,35.8068438,20211003060845,0,139.7009033,35.9271354,0,465288662N,529143487N,20211003_8691_2
20211003,8772,1,20211003121120,0,139.70076,35.92754,20211003121957,1,139.76085,35.80048,3,370268754N,308934664N,20211003_8772_1
20211003,8772,3,20211003183141,1,139.76053,35.80114,20211003184052,0,139.70087,35.9272,3,308934664N,529143487N,20211003_8772_3
20211003,8864,1,20211003091718,2,139.7828752,35.9239464,20211003093225,2,139.7176623,35.9066581,2,309405408N,3490825134N,20211003_8864_1
20211003,8864,2,20211003102612,2,139.7168029,35.8978588,20211003104310,2,139.7352248,35.8126493,2,1412284076N,cluster_1877045051_600836855N,20211003_8864_2
20211003,8864,3,20211003105228,2,139.7308252,35.8009614,20211003105228,2,139.7308252,35.8009614,2,cluster_1754965713_1877033710_9954599952_9954599953_#3moreN,cluster_1754965713_1877033710_9954599952_9954599953_#3moreN,20211003_8864_3
20211003,8864,5,20211003142654,2,139.7043173,35.8002711,20211003142949,2,139.7000675,35.8103294,2,1740453449N,cluster_1168292795_1740454179N,20211003_8864_5
20211003,8864,7,20211003212154,0,139.760352,35.8017735,20211003214522,2,139.7922844,35.9252061,2,308934664N,7777179987N,20211003_8864_7
20211003,8999,2,20211003055030,0,139.7021162,35.8469943,20211003060137,0,139.8780427,35.8013945,3,2550132181N,465290731N,20211003_8999_2
20211003,9092,1,20211003131848,0,139.7012963,35.8468543,20211003132549,0,139.7007733,35.9272753,2,2550132181N,529143487N,20211003_9092_1
20211003,9403,5,20211003162004,0,139.7003633,35.9279552,20211003163351,1,139.760752,35.8007937,3,370268754N,308934664N,20211003_9403_5
20211003,9460,3,20211003110543,0,139.8999882,35.878024,20211003111212,1,139.8290163,35.801635,0,5478033280N,559436170N,20211003_9460_3
20211003,9552,4,20211003160052,0,139.8986284,35.8773341,20211003160942,1,139.8287263,35.8012751,0,264005498N,559436170N,20211003_9552_4
20211003,10132,2,20211003092745,0,139.7012432,35.9270154,20211003094409,2,139.8782127,35.8005046,2,370268754N,465291269N,20211003_10132_2
