運行日,運行ID1,トリップ番号,自動車の用途,トリップの起点時刻,起点の道路種別コード,経度_origin,緯度_origin,トリップの終点時刻,終点の道路種別コード,経度_destination,緯度_destination,edge_id_origin,edge_id_destination,rou_id
20211003,5,2,1,20211003004523,1,139.70837,35.75031,20211003004857,2,139.69823,35.75592,4361138358N,2323880614N,20211003_5_2
20211003,5,3,1,20211003120734,2,139.70126,35.76024,20211003121449,1,139.70844,35.75024,2323880614N,5432829255N,20211003_5_3
20211003,111,1,2,20211003050836,2,139.9984415,35.8115263,20211003053446,2,139.8488163,35.7508117,244092449N,2381951330N,20211003_111_1
20211003,111,2,2,20211003121502,2,139.8486364,35.7505517,20211003124645,2,139.9162491,35.8096637,2381951330N,244092449N,20211003_111_2
20211003,111,3,2,20211003160535,2,139.9251881,35.8153635,20211003163233,2,139.9864931,35.8029375,244092449N,cluster_4821176266_4821176269_503939301_5596215849_#2moreN,20211003_111_3
20211003,111,4,2,20211003174126,2,139.9982915,35.8114863,20211003174126,2,139.9982915,35.8114863,244092449N,244092449N,20211003_111_4
20211003,113,1,1,20211003082009,2,139.6844304,35.7524672,20211003082120,2,139.6811108,35.7500374,cluster_1415588159_9369282555N,cluster_1415588159_9369282555N,20211003_113_1
20211003,113,5,1,20211003194034,2,139.7036785,35.7608468,20211003194339,1,139.7083484,35.7541077,9349903034N,5432829255N,20211003_113_5
20211003,114,3,2,20211003155238,1,139.6256938,36.0479185,20211003155747,0,139.6402012,36.0816635,370268754N,529143487N,20211003_114_3
20211003,266,2,1,20211003184927,2,139.8485264,35.7504417,20211003185102,2,139.8570253,35.7589408,2381951330N,1417152390N,20211003_266_2
20211003,292,1,1,20211003105223,2,139.967424,35.8157956,20211003121206,2,139.8486464,35.7505617,244092449N,2381951330N,20211003_292_1
20211003,292,2,1,20211003142530,2,139.8565457,35.7510217,20211003151341,2,139.9764142,35.798318,1417152390N,cluster_2834927872_5572419134N,20211003_292_2
20211003,292,3,1,20211003155042,2,139.9764142,35.798338,20211003160718,2,139.9751631,35.8186853,cluster_2834927872_5572419134N,cluster_405091279_9383255144_9383255148_9383255151_#1moreN,20211003_292_3
20211003,292,4,1,20211003162953,2,139.975393,35.8184953,20211003163028,2,139.9786529,35.8162257,cluster_405091279_9383255144_9383255148_9383255151_#1moreN,cluster_405091279_9383255144_9383255148_9383255151_#1moreN,20211003_292_4
20211003,292,5,1,20211003185027,2,139.9762931,35.8168355,20211003185209,2,139.9734531,35.8199451,cluster_405091279_9383255144_9383255148_9383255151_#1moreN,9383255167N,20211003_292_5
20211003,292,6,1,20211003190958,2,139.9730132,35.820225,20211003191142,2,139.977013,35.8174555,9383255167N,cluster_405091279_9383255144_9383255148_9383255151_#1moreN,20211003_292_6
20211003,315,1,1,20211003103725,1,139.7084,35.75054,20211003104906,1,139.62505,35.84929,4361138358N,2550126961N,20211003_315_1
20211003,315,2,1,20211003135921,2,139.62512,35.93664,20211003140116,2,139.6255,35.93579,8286000367N,8286000367N,20211003_315_2
20211003,315,3,1,20211003143826,1,139.62541,35.84862,20211003145032,1,139.70856,35.75171,2550132181N,5432829255N,20211003_315_3
20211003,322,4,1,20211003225605,0,139.9994837,35.9801741,20211003232804,2,139.7784337,35.9909968,350010536N,cluster_1341042425_3295797668N,20211003_322_4
20211003,372,1,1,20211003134656,2,139.8703981,35.9312255,20211003135942,2,139.9003761,35.9302056,1346871196N,1347488738N,20211003_372_1
20211003,491,1,1,20211003141812,1,139.820879,35.7504714,20211003143028,0,139.9120973,35.887552,7902559674N,350010550N,20211003_491_1
20211003,491,2,1,20211003221440,0,139.9635398,35.9314881,20211003223256,1,139.821029,35.7505614,350010536N,7902559675N,20211003_491_2
20211003,518,1,1,20211003134031,2,139.852766,35.7519516,20211003134147,2,139.8502462,35.7502217,1417152390N,2381951330N,20211003_518_1
20211003,518,2,1,20211003184312,2,139.8492163,35.7507217,20211003184421,2,139.8534859,35.7524815,2381951330N,1417152390N,20211003_518_2
20211003,534,4,1,20211003212357,0,139.64027,36.08215,20211003220157,1,139.73694,35.75052,370268754N,5432829255N,20211003_534_4
20211003,619,1,1,20211003193052,2,139.6577115,35.7860224,20211003195419,2,139.6838002,35.7576865,2622527330N,cluster_1415588159_9369282555N,20211003_619_1
20211003,619,2,1,20211003222557,2,139.6940697,35.7509777,20211003222755,2,139.68714,35.7556669,2323880614N,cluster_1415588095_9369282554N,20211003_619_2
20211003,621,1,1,20211003174645,2,139.8274281,35.7543709,20211003174956,1,139.821029,35.7506314,cluster_3417309134_9967280062N,7902559675N,20211003_621_1
20211003,663,1,1,20211003084250,1,139.7083685,35.7503882,20211003084449,1,139.6943088,35.7714452,4361138358N,5432829255N,20211003_663_1
20211003,663,2,1,20211003084510,1,139.6886992,35.7732548,20211003084549,1,139.6779,35.7762242,4361138358N,5432829255N,20211003_663_2
20211003,697,1,1,20211003064807,2,139.8346372,35.7597104,20211003065413,1,139.821029,35.7505914,cluster_1482298435_5896165668N,7902559675N,20211003_697_1
20211003,720,3,1,20211003064305,1,139.8208791,35.7502914,20211003065519,0,139.9121473,35.887612,7902559674N,350010550N,20211003_720_3
20211003,733,1,1,20211003065240,2,139.7697635,35.75131,20211003071741,2,139.9047258,35.928426,cluster_10122776283_10122776293_10122776297_1170438139N,cluster_1347488713_9420270500N,20211003_733_1
20211003,733,2,1,20211003145350,2,139.893555,35.955883,20211003152336,1,139.8229177,35.7712987,1346902467N,7902559675N,20211003_733_2
20211003,794,7,1,20211003174351,0,139.6253241,35.807778,20211003175628,1,139.7082984,35.7544077,2550132181N,5432829255N,20211003_794_7
20211003,860,3,1,20211003144514,0,139.6399112,36.0832533,20211003145032,2,139.6261737,36.0479585,370268754N,2822042734N,20211003_860_3
20211003,875,1,1,20211003055821,2,139.6627882,35.9039669,20211003060459,2,139.6391589,35.9462803,cluster_2420424851_6751905416_6751905418N,9969611476N,20211003_875_1
20211003,875,2,1,20211003062137,2,139.6393989,35.9460503,20211003064319,0,139.6251241,35.807398,9969611476N,2550126961N,20211003_875_2
20211003,875,11,1,20211003173653,0,139.625974,35.8084578,20211003182044,2,139.6550588,35.9073064,2550132181N,cluster_2420424851_6751905416_6751905418N,20211003_875_11
20211003,875,12,1,20211003183522,2,139.6643681,35.8987876,20211003184652,2,139.6687978,35.9000374,1344678194N,1344678194N,20211003_875_12
20211003,984,1,1,20211003115652,2,139.7064379,35.7696358,20211003121100,2,139.662931,35.7881722,2323880614N,2622527330N,20211003_984_1
20211003,984,2,1,20211003124851,2,139.6699704,35.7867626,20211003125629,2,139.7032982,35.767236,2622527330N,2323880614N,20211003_984_2
20211003,984,3,1,20211003130931,2,139.7065583,35.7590871,20211003131128,2,139.7084285,35.7501082,9349903034N,9349903034N,20211003_984_3
20211003,984,4,1,20211003152045,2,139.7082885,35.7501182,20211003152338,2,139.7062783,35.7590471,9349903034N,9349903034N,20211003_984_4
20211003,1033,4,2,20211003152046,2,139.9848414,36.0821421,20211003154721,2,139.9984168,35.9348289,1355066960N,cluster_1346860599_9485794318N,20211003_1033_4
20211003,1033,6,2,20211003224533,2,139.9911165,35.9486274,20211003230553,2,139.9848814,36.0819921,9534316143N,1355066960N,20211003_1033_6
20211003,1134,2,1,20211003223117,0,139.9998037,35.9802041,20211003224949,1,139.821019,35.7509113,350010536N,7902559675N,20211003_1134_2
20211003,1139,1,1,20211003130426,2,139.66739,35.80888,20211003131835,1,139.70842,35.75023,1165290867N,5432829255N,20211003_1139_1
20211003,1139,2,1,20211003171611,2,139.70831,35.75034,20211003174430,3,139.70428,35.81435,9349903034N,cluster_1165290499_1740031486N,20211003_1139_2
20211003,1139,3,1,20211003185411,2,139.7002,35.81373,20211003190229,2,139.66919,35.81244,1168292225N,1739955909N,20211003_1139_3
20211003,1169,1,1,20211003130356,2,139.6267394,35.960297,20211003133150,2,139.6714683,36.0822939,4057411508N,cluster_4788176867_5611602550_7081581489N,20211003_1169_1
20211003,1256,1,1,20211003115150,2,139.8978185,35.8914312,20211003115303,2,139.8994984,35.8872821,1505134271N,cluster_11662327406_5684401837N,20211003_1256_1
20211003,1256,2,1,20211003120302,0,139.8997283,35.877694,20211003121535,2,139.8693522,35.8425491,5478033280N,cluster_11329187962_313011715N,20211003_1256_2
20211003,1256,3,1,20211003164858,2,139.8758817,35.8420892,20211003165230,2,139.8834609,35.8430892,6417612652N,811016087N,20211003_1256_3
20211003,1256,4,1,20211003191947,2,139.8962596,35.8445691,20211003192252,2,139.9008587,35.8555877,310493876N,cluster_4526082218_6905062040N,20211003_1256_4
20211003,1256,5,1,20211003201515,2,139.9033478,35.8706055,20211003202003,2,139.9089476,35.8839227,cluster_1503593760_6905062084_974545417N,3815909512N,20211003_1256_5
20211003,1290,1,1,20211003140204,0,139.9988738,35.9800941,20211003142206,1,139.8210189,35.7513612,350010536N,7902559675N,20211003_1290_1
20211003,1314,2,1,20211003123302,1,139.7083585,35.7502882,20211003123532,1,139.6924689,35.7723551,4361138358N,5432829255N,20211003_1314_2
20211003,1320,1,1,20211003002819,0,139.625644,35.8081079,20211003004848,0,139.9188814,35.7503715,2550132181N,2474789360N,20211003_1320_1
20211003,1320,2,1,20211003130435,0,139.9187814,35.7500615,20211003131851,0,139.7702501,35.848706,5657615592N,308788512N,20211003_1320_2
20211003,1320,3,1,20211003144233,2,139.6961774,35.8306863,20211003150738,0,139.6250641,35.807338,2561349577N,2550126961N,20211003_1320_3
20211003,1320,4,1,20211003184816,0,139.625444,35.8078979,20211003191056,0,139.9188114,35.7507614,2550132181N,2474789360N,20211003_1320_4
20211003,1359,1,1,20211003082428,2,139.7080583,35.7552476,20211003082513,2,139.7113083,35.7505082,9349903034N,9349903034N,20211003_1359_1
20211003,1359,2,1,20211003112153,2,139.7101683,35.7511881,20211003112153,2,139.7101683,35.7511881,9349903034N,9349903034N,20211003_1359_2
20211003,1394,2,1,20211003190733,2,139.6538304,35.8475737,20211003191603,2,139.6282931,35.8395941,2550123400N,2550123401N,20211003_1394_2
20211003,1437,1,1,20211003181156,2,139.9631812,35.9063314,20211003182724,0,139.9999236,35.9803641,1506367289N,350010550N,20211003_1437_1
20211003,1437,2,1,20211003194736,0,139.9996037,35.9801741,20211003195243,0,139.9604203,35.9266186,350010536N,350010550N,20211003_1437_2
20211003,1525,1,1,20211003173709,2,139.631422,35.8577719,20211003175715,1,139.7084285,35.7505481,2665682059N,5432829255N,20211003_1525_1
20211003,1659,1,1,20211003092320,2,139.850335,35.7882167,20211003093741,2,139.8447065,35.755851,1417152426N,2381951330N,20211003_1659_1
20211003,1659,2,1,20211003102110,2,139.8530258,35.7556911,20211003102351,2,139.8569957,35.7500518,1417152390N,1417152390N,20211003_1659_2
20211003,1659,4,1,20211003154721,3,139.869544,35.777448,20211003160158,2,139.8619142,35.7905962,6448878160N,1619696336N,20211003_1659_4
20211003,1761,1,1,20211003123344,2,139.9501726,35.9012015,20211003125324,2,139.9930201,35.8462311,cluster_278881207_7039965318N,9958550434N,20211003_1761_1
20211003,1761,2,1,20211003164656,2,139.9902603,35.8533601,20211003170011,2,139.9562125,35.892983,9958550434N,1505134380N,20211003_1761_2
20211003,1761,3,1,20211003210953,2,139.9502226,35.9012915,20211003211520,2,139.9705914,35.8877144,cluster_278881207_7039965318N,9196684110N,20211003_1761_3
20211003,1761,4,1,20211003212157,2,139.9798407,35.885545,20211003212607,2,139.9878703,35.8678179,9196684110N,cluster_11708707548_1503594058N,20211003_1761_4
20211003,1761,5,1,20211003214411,2,139.981951,35.8591692,20211003214701,2,139.9815711,35.8526002,cluster_10703837461_1503601788N,9958550434N,20211003_1761_5
20211003,1891,1,1,20211003201604,1,139.820869,35.7508713,20211003202140,1,139.8473845,35.8165727,7902559674N,11122648165N,20211003_1891_1
20211003,1899,6,2,20211003163901,2,139.6812208,35.7502174,20211003164140,2,139.6971591,35.7586669,cluster_1415588159_9369282555N,2323880614N,20211003_1899_6
20211003,1917,1,1,20211003080528,2,139.7004861,35.8546034,20211003080936,2,139.720704,35.8631927,6443888640N,9211398357N,20211003_1917_1
20211003,1917,2,1,20211003084344,2,139.7126748,35.8601829,20211003084851,2,139.6904971,35.8511937,1709997444N,1189275508N,20211003_1917_2
20211003,1940,3,1,20211003195147,0,139.6252741,35.807728,20211003200443,1,139.7084185,35.7503482,2550132181N,5432829255N,20211003_1940_3
20211003,1950,1,1,20211003102344,2,139.6634701,35.8341354,20211003103328,0,139.6253041,35.807608,2661700782N,2550126961N,20211003_1950_1
20211003,1950,2,1,20211003184835,0,139.6253641,35.8078279,20211003185807,2,139.6615503,35.8330455,2550132181N,1408484989N,20211003_1950_2
20211003,1990,1,2,20211003064552,2,139.8657634,35.8084037,20211003073233,2,139.6598468,35.9491812,6380199222N,9969611476N,20211003_1990_1
20211003,1990,2,2,20211003075531,2,139.6644465,35.9464617,20211003075713,2,139.6667663,35.944452,9969611476N,3328446438N,20211003_1990_2
20211003,1990,3,2,20211003095526,2,139.6644465,35.9464617,20211003095640,2,139.6676062,35.945022,9969611476N,3328446438N,20211003_1990_3
20211003,1990,4,2,20211003104718,2,139.6778152,35.9420526,20211003111214,2,139.8640738,35.7995749,271728932N,1351445550N,20211003_1990_4
20211003,1990,5,2,20211003135820,2,139.8284079,35.7573106,20211003141615,2,139.8511447,35.8011348,cluster_3417309134_9967280062N,1619696282N,20211003_1990_5
20211003,1990,6,2,20211003150754,2,139.8568646,35.7880766,20211003152505,2,139.8491563,35.7512416,1417152390N,2381951330N,20211003_1990_6
20211003,1990,7,2,20211003155649,2,139.8492563,35.7513616,20211003160202,2,139.8493758,35.7629401,2381951330N,2381951330N,20211003_1990_7
20211003,1990,8,2,20211003201525,2,139.8416463,35.7674294,20211003203349,2,139.8671636,35.7983451,2381951330N,cluster_1351445526_1351455041N,20211003_1990_8
20211003,2012,1,1,20211003114710,2,139.9994792,35.8773761,20211003115457,2,139.9663621,35.8801655,cluster_11708707548_1503594058N,cluster_11708707548_1503594058N,20211003_2012_1
20211003,2012,2,1,20211003124357,2,139.968002,35.877486,20211003125056,2,139.9991992,35.8774261,cluster_11708707548_1503594058N,cluster_11708707548_1503594058N,20211003_2012_2
20211003,2013,1,1,20211003014136,1,139.7360662,35.7500488,20211003021311,2,139.6721982,36.0831238,4361138358N,cluster_4788176867_5611602550_7081581489N,20211003_2013_1
20211003,2064,1,1,20211003201752,2,139.86343,35.94923,20211003204539,1,139.82103,35.75006,1347504222N,7902559675N,20211003_2064_1
20211003,2091,1,1,20211003170757,2,139.7977686,35.8082539,20211003171456,2,139.803039,35.782897,1179209121N,cluster_10048722935_10048723698_713285676N,20211003_2091_1
20211003,2149,1,1,20211003081933,1,139.6252529,35.8491028,20211003081950,1,139.626903,35.8443035,2550132181N,2550126961N,20211003_2149_1
20211003,2175,1,1,20211003123805,1,139.7083585,35.7503982,20211003124357,1,139.6452924,35.7960505,4361138358N,2550126961N,20211003_2175_1
20211003,2175,2,1,20211003131731,2,139.6593905,35.8329555,20211003134939,1,139.7083985,35.7502082,1174867602N,5432829255N,20211003_2175_2
20211003,2176,1,1,20211003141629,0,139.6252041,35.807658,20211003143727,2,139.9178315,35.7505014,2550132181N,11715972345N,20211003_2176_1
20211003,2178,1,1,20211003112158,2,139.7306567,35.7505587,20211003113640,1,139.7407129,35.846655,9309599324N,563661401N,20211003_2178_1
20211003,2178,2,1,20211003120723,2,139.727054,35.8476547,20211003120737,2,139.7256841,35.8479746,cluster_2653248022_9587622260N,2653248029N,20211003_2178_2
20211003,2178,3,1,20211003135340,2,139.7141251,35.8486143,20211003140207,2,139.6850168,35.8681517,7477615915N,1690405802N,20211003_2178_3
20211003,2277,2,1,20211003213032,2,139.6259901,35.9430199,20211003214738,3,139.6344504,35.9033866,3328446438N,cluster_2420424851_6751905416_6751905418N,20211003_2277_2
20211003,2292,1,1,20211003065118,2,139.9612229,35.8716367,20211003071520,0,139.8127861,35.8508374,cluster_11708707548_1503594058N,1519451927N,20211003_2292_1
20211003,2292,2,1,20211003090112,2,139.7717303,35.8361378,20211003091221,2,139.715115,35.8492043,cluster_1406756320_6576324823N,7477615897N,20211003_2292_2
20211003,2292,3,1,20211003164432,2,139.6828285,35.831236,20211003170519,0,139.9127572,35.8882719,1174868544N,350010550N,20211003_2292_3
20211003,2328,1,1,20211003071408,2,139.9347358,35.8674963,20211003074323,2,139.9267579,35.8174234,318310471N,cluster_277915082_9383255132_9383255135_9383255138_#1moreN,20211003_2328_1
20211003,2328,2,1,20211003081628,3,139.918309,35.8082339,20211003083901,2,139.9244166,35.8637467,244092449N,318310471N,20211003_2328_2
20211003,2425,1,1,20211003163452,2,139.6919194,36.0232212,20211003164611,0,139.6720647,35.9633399,cluster_4788176867_5611602550_7081581489N,529143487N,20211003_2425_1
20211003,2431,2,1,20211003102207,1,139.7361562,35.7501188,20211003102710,1,139.80225,35.7618395,4361138358N,7902559675N,20211003_2431_2
20211003,2431,3,1,20211003102730,1,139.8075197,35.7604698,20211003104300,2,139.8813635,35.7682091,7902559674N,cluster_1684142649_815873425_815873452N,20211003_2431_3
20211003,2431,4,1,20211003122848,2,139.8930927,35.773968,20211003130436,1,139.7370561,35.7506088,6031822248N,5432829255N,20211003_2431_4
20211003,2437,2,2,20211003185208,2,139.9845414,36.083012,20211003192454,2,139.6251139,36.0474885,1355066960N,2822042734N,20211003_2437_2
20211003,2470,1,1,20211003084128,2,139.6467119,35.8217965,20211003085430,2,139.7112453,35.8486643,4398324238N,1955925665N,20211003_2470_1
20211003,2565,1,1,20211003105021,2,139.9746513,35.8821354,20211003105745,2,139.9661921,35.8804354,11375066972N,cluster_11708707548_1503594058N,20211003_2565_1
20211003,2565,2,1,20211003191714,2,139.9211076,35.8377706,20211003194539,2,139.9652721,35.8822751,1699578385N,11375066972N,20211003_2565_2
20211003,2649,1,1,20211003061003,1,139.7364662,35.7503388,20211003063615,0,139.6402312,36.0816235,4361138358N,529143487N,20211003_2649_1
20211003,2649,4,1,20211003185907,0,139.6403712,36.0818435,20211003191411,0,139.6655943,35.9792078,370268754N,529143487N,20211003_2649_4
20211003,2649,5,1,20211003192439,0,139.6666446,35.9726486,20211003195221,1,139.7372261,35.7507288,370268754N,5432829255N,20211003_2649_5
20211003,2668,1,1,20211003103349,2,139.8484964,35.7504517,20211003103706,2,139.8570353,35.7589408,2381951330N,1417152390N,20211003_2668_1
20211003,2668,2,1,20211003142315,2,139.867794,35.7825273,20211003143415,2,139.8586151,35.7597507,1619696232N,1417152390N,20211003_2668_2
20211003,2680,1,1,20211003074448,2,139.9090493,35.8254915,20211003080114,0,139.9123673,35.887842,cluster_337100118_337100131_9383268074_9383268078_#4moreN,350010550N,20211003_2680_1
20211003,2751,1,1,20211003085143,2,139.6276006,35.9214736,20211003085342,2,139.6251809,35.9154845,1343291446N,2420424815N,20211003_2751_1
20211003,2751,2,1,20211003095534,2,139.6283806,35.9179442,20211003095946,3,139.6342301,35.9239435,2420424815N,1343291446N,20211003_2751_2
20211003,2751,3,1,20211003111549,2,139.6345702,35.914405,20211003112445,2,139.6271708,35.9099054,2420424815N,2420424815N,20211003_2751_3
20211003,2751,8,1,20211003174529,2,139.6257909,35.9096854,20211003174931,2,139.6354901,35.9174746,2420424815N,2420424815N,20211003_2751_8
20211003,2779,1,1,20211003035050,2,139.9649627,35.858109,20211003035706,2,139.9999491,35.8774961,cluster_10703837461_1503601788N,cluster_11708707548_1503594058N,20211003_2779_1
20211003,2779,3,1,20211003140922,2,139.9996586,35.8999722,20211003141052,2,139.9990186,35.902162,cluster_278881207_7039965318N,cluster_278881207_7039965318N,20211003_2779_3
20211003,2782,1,1,20211003093301,0,139.9870054,35.9757843,20211003093345,0,139.9996537,35.9803441,350010536N,350010550N,20211003_2782_1
20211003,2803,5,1,20211003230451,0,139.9187414,35.7503015,20211003231534,0,139.7724899,35.8485462,5657615592N,308788512N,20211003_2803_5
20211003,2803,6,1,20211003231552,0,139.7668505,35.8490457,20211003232229,2,139.6708795,35.8324257,308788512N,1408484989N,20211003_2803_6
20211003,2811,1,1,20211003101023,1,139.7084085,35.7508181,20211003101331,1,139.6785199,35.7760442,4361138358N,5432829255N,20211003_2811_1
20211003,2811,2,1,20211003155641,2,139.6367324,35.8369245,20211003160930,1,139.7084185,35.7503282,2550123400N,5432829255N,20211003_2811_2
20211003,2872,1,1,20211003081856,0,139.6252841,35.807738,20211003082250,0,139.6806983,35.8404649,2550132181N,2550126961N,20211003_2872_1
20211003,2872,2,1,20211003082309,0,139.6858878,35.8431347,20211003082631,0,139.748602,35.8524145,2550132181N,206411408N,20211003_2872_2
20211003,2872,3,1,20211003082648,0,139.7541116,35.8513248,20211003084517,0,139.9987838,35.9802341,1781291552N,350010550N,20211003_2872_3
20211003,2872,4,1,20211003163008,0,139.9986338,35.9800641,20211003173314,0,139.6333932,35.8159268,350010536N,2550126961N,20211003_2872_4
20211003,2939,1,1,20211003114926,2,139.7991969,35.8538869,20211003120600,0,139.6683747,35.9686091,309590520N,529143487N,20211003_2939_1
20211003,2939,2,1,20211003120615,0,139.6662347,35.9731286,20211003121223,0,139.6402912,36.0814736,370268754N,529143487N,20211003_2939_2
20211003,3068,3,1,20211003133158,1,139.7083885,35.7506481,20211003134227,1,139.625403,35.848263,4361138358N,2550126961N,20211003_3068_3
20211003,3068,5,1,20211003150125,1,139.6254529,35.8485029,20211003151349,1,139.7105483,35.7511181,2550132181N,5432829255N,20211003_3068_5
20211003,3182,1,1,20211003083816,1,139.70844,35.75103,20211003085943,3,139.67831,35.89165,4361138358N,1344678600N,20211003_3182_1
20211003,3182,2,1,20211003113512,2,139.67699,35.89182,20211003115315,1,139.66635,35.78147,1344678600N,2550126961N,20211003_3182_2
20211003,3182,3,1,20211003115522,1,139.68999,35.77303,20211003115744,1,139.70847,35.75077,4361138358N,5432829255N,20211003_3182_3
20211003,3182,5,1,20211003162432,2,139.76981,35.75139,20211003165140,3,139.67784,35.89168,cluster_10122776279_1170439017N,1344678600N,20211003_3182_5
20211003,3220,1,1,20211003070959,1,139.7364362,35.7503188,20211003071859,1,139.756462,35.8324173,4361138358N,5910007400N,20211003_3220_1
20211003,3277,1,1,20211003064842,2,139.8581952,35.7595507,20211003065939,2,139.8895727,35.7801372,1417152390N,6031822248N,20211003_3277_1
20211003,3277,2,1,20211003103909,2,139.8576952,35.7592707,20211003104102,2,139.8488563,35.7508617,1417152390N,2381951330N,20211003_3277_2
20211003,3277,3,1,20211003143708,2,139.8631951,35.7528115,20211003143708,2,139.8631951,35.7528115,1417152390N,1417152390N,20211003_3277_3
20211003,3277,4,1,20211003145156,2,139.8664245,35.76427,20211003145635,1,139.8845531,35.7775677,6448878160N,2474789360N,20211003_3277_4
20211003,3277,5,1,20211003145717,2,139.8812232,35.7817772,20211003145739,1,139.8819231,35.782727,cluster_1684142649_815873425_815873452N,2474789360N,20211003_3277_5
20211003,3277,6,1,20211003145750,2,139.8856131,35.7759979,20211003145750,2,139.8856131,35.7759979,1503177128N,1503177128N,20211003_3277_6
20211003,3277,7,1,20211003145855,2,139.8829829,35.7851367,20211003150131,1,139.8848628,35.7864764,1503177128N,465290731N,20211003_3277_7
20211003,3277,8,1,20211003150340,0,139.8765227,35.8063239,20211003150340,0,139.8765227,35.8063239,465288662N,465288662N,20211003_3277_8
20211003,3277,9,1,20211003150341,1,139.8851827,35.7867964,20211003150341,1,139.8851827,35.7867964,465290731N,465290731N,20211003_3277_9
20211003,3277,10,1,20211003150348,0,139.8760626,35.8081836,20211003150554,0,139.8595731,35.8358599,465288662N,264005881N,20211003_3277_10
20211003,3277,11,1,20211003150600,1,139.8835128,35.7872763,20211003150600,1,139.8835128,35.7872763,465290731N,465290731N,20211003_3277_11
20211003,3277,12,1,20211003150607,0,139.8565332,35.8386995,20211003151601,0,139.7353131,35.8533741,360601233N,309601745N,20211003_3277_12
20211003,3277,13,1,20211003151817,0,139.7201128,35.8930393,20211003152418,0,139.6673047,35.9707289,4875391513N,529143487N,20211003_3277_13
20211003,3277,14,1,20211003153538,2,139.6405845,36.0152924,20211003153734,2,139.6403248,36.0120127,1348990330N,1348990330N,20211003_3277_14
20211003,3277,28,1,20211003180859,2,139.6267446,36.0318507,20211003181658,2,139.6666514,36.0336501,1348990330N,cluster_1348990553_5611601802_5611602524N,20211003_3277_28
20211003,3277,29,1,20211003182446,2,139.6687223,36.0000646,20211003182500,2,139.6668426,35.9992547,2822043755N,2822043755N,20211003_3277_29
20211003,3277,30,1,20211003184129,0,139.6732646,35.9618301,20211003191025,2,139.8935729,35.7683488,370268754N,311301162N,20211003_3277_30
20211003,3277,31,1,20211003191223,2,139.8827935,35.7680891,20211003192018,2,139.8489063,35.7509317,cluster_1684142649_815873425_815873452N,2381951330N,20211003_3277_31
20211003,3298,1,1,20211003093020,2,139.8609949,35.7611005,20211003095204,2,139.8816835,35.7681891,1417152390N,cluster_1684142649_815873425_815873452N,20211003_3298_1
20211003,3298,2,1,20211003110718,2,139.8674142,35.7740285,20211003111624,2,139.8585451,35.7597007,6448878160N,1417152390N,20211003_3298_2
20211003,3298,3,1,20211003140236,2,139.8610349,35.7611205,20211003140254,2,139.8591751,35.7600707,1417152390N,1417152390N,20211003_3298_3
20211003,3298,4,1,20211003172106,2,139.8749539,35.7689491,20211003172552,2,139.8821335,35.7681691,cluster_5862456458_6417228473N,cluster_1684142649_815873425_815873452N,20211003_3298_4
20211003,3356,1,1,20211003052631,1,139.820869,35.7504514,20211003053749,0,139.9127572,35.8882619,7902559674N,350010550N,20211003_3356_1
20211003,3356,2,1,20211003141835,0,139.9981938,35.9800041,20211003143209,1,139.8543137,35.8299808,350010536N,559397211N,20211003_3356_2
20211003,3585,8,2,20211003182319,2,139.67436,35.7870927,20211003182440,2,139.67286,35.7924119,2622527330N,2622527330N,20211003_3585_8
20211003,3585,9,2,20211003194707,0,139.6928089,35.7723351,20211003194959,0,139.7084185,35.7501682,4361138358N,5432829255N,20211003_3585_9
20211003,3602,1,1,20211003121239,0,139.6402612,36.0821535,20211003121639,2,139.6443621,36.0504682,370268754N,2822042734N,20211003_3602_1
20211003,3602,2,1,20211003121659,2,139.6385625,36.0512581,20211003121747,2,139.6257738,36.0477985,2822042734N,2822042734N,20211003_3602_2
20211003,3602,4,1,20211003143122,2,139.6257538,36.0479285,20211003143136,2,139.6299133,36.0496483,2822042734N,2822042734N,20211003_3602_4
20211003,3602,5,1,20211003144904,0,139.6684347,35.9689391,20211003144929,0,139.6715947,35.9639698,370268754N,529143487N,20211003_3602_5
20211003,3606,2,1,20211003135325,0,139.9637898,35.9318681,20211003141118,1,139.821039,35.7501814,350010536N,7902559675N,20211003_3606_2
20211003,3606,4,1,20211003183336,1,139.820869,35.7510413,20211003184534,0,139.9126672,35.8881719,7902559674N,350010550N,20211003_3606_4
20211003,3649,1,1,20211003055804,2,139.9030298,35.8270913,20211003061314,2,139.8629527,35.8414692,388516735N,3774578530N,20211003_3649_1
20211003,3649,2,1,20211003064746,2,139.8620626,35.8455486,20211003070327,2,139.910219,35.8298311,906319185N,7930261566N,20211003_3649_2
20211003,3649,3,1,20211003110022,2,139.9181784,35.8239321,20211003110118,2,139.9180487,35.8183328,9383255167N,cluster_332934065_5556244620_9383382878_9383382883N,20211003_3649_3
20211003,3649,4,1,20211003132752,2,139.9073497,35.8180423,20211003132812,2,139.9077897,35.8198321,cluster_244066503_4370657643_9383378294_9383378297_#1moreN,278079243N,20211003_3649_4
20211003,3649,5,1,20211003201845,2,139.9073297,35.8179823,20211003201858,2,139.9077897,35.8197921,cluster_244066503_4370657643_9383378294_9383378297_#1moreN,278079243N,20211003_3649_5
20211003,3651,1,1,20211003072505,2,139.9543324,35.8985221,20211003073428,0,139.9985038,35.9802041,cluster_278881207_7039965318N,350010550N,20211003_3651_1
