運行日,運行ID1,トリップ番号,自動車の用途,トリップの起点時刻,起点の道路種別コード,経度_origin,緯度_origin,トリップの終点時刻,終点の道路種別コード,経度_destination,緯度_destination
20211003,5,2,1,20211003004523,1,139.70837,35.75031,20211003004857,2,139.69823,35.75592
20211003,5,3,1,20211003120734,2,139.70126,35.76024,20211003121449,1,139.70844,35.75024
20211003,111,1,2,20211003050836,2,139.9984415,35.8115263,20211003053446,2,139.8488163,35.7508117
20211003,111,2,2,20211003121502,2,139.8486364,35.7505517,20211003124645,2,139.9162491,35.8096637
20211003,111,3,2,20211003160535,2,139.9251881,35.8153635,20211003163233,2,139.9864931,35.8029375
20211003,111,4,2,20211003174126,2,139.9982915,35.8114863,20211003174126,2,139.9982915,35.8114863
20211003,113,1,1,20211003082009,2,139.6844304,35.7524672,20211003082120,2,139.6811108,35.7500374
20211003,113,5,1,20211003194034,2,139.7036785,35.7608468,20211003194339,1,139.7083484,35.7541077
20211003,114,3,2,20211003155238,1,139.6256938,36.0479185,20211003155747,0,139.6402012,36.0816635
20211003,266,2,1,20211003184927,2,139.8485264,35.7504417,20211003185102,2,139.8570253,35.7589408
20211003,292,1,1,20211003105223,2,139.967424,35.8157956,20211003121206,2,139.8486464,35.7505617
20211003,292,2,1,20211003142530,2,139.8565457,35.7510217,20211003151341,2,139.9764142,35.798318
20211003,292,3,1,20211003155042,2,139.9764142,35.798338,20211003160718,2,139.9751631,35.8186853
20211003,292,4,1,20211003162953,2,139.975393,35.8184953,20211003163028,2,139.9786529,35.8162257
20211003,292,5,1,20211003185027,2,139.9762931,35.8168355,20211003185209,2,139.9734531,35.8199451
20211003,292,6,1,20211003190958,2,139.9730132,35.820225,20211003191142,2,139.977013,35.8174555
20211003,315,1,1,20211003103725,1,139.7084,35.75054,20211003104906,1,139.62505,35.84929
20211003,315,2,1,20211003135921,2,139.62512,35.93664,20211003140116,2,139.6255,35.93579
20211003,315,3,1,20211003143826,1,139.62541,35.84862,20211003145032,1,139.70856,35.75171
20211003,322,4,1,20211003225605,0,139.9994837,35.9801741,20211003232804,2,139.7784337,35.9909968
20211003,372,1,1,20211003134656,2,139.8703981,35.9312255,20211003135942,2,139.9003761,35.9302056
20211003,491,1,1,20211003141812,1,139.820879,35.7504714,20211003143028,0,139.9120973,35.887552
20211003,491,2,1,20211003221440,0,139.9635398,35.9314881,20211003223256,1,139.821029,35.7505614
20211003,518,1,1,20211003134031,2,139.852766,35.7519516,20211003134147,2,139.8502462,35.7502217
20211003,518,2,1,20211003184312,2,139.8492163,35.7507217,20211003184421,2,139.8534859,35.7524815
20211003,534,4,1,20211003212357,0,139.64027,36.08215,20211003220157,1,139.73694,35.75052
20211003,619,1,1,20211003193052,2,139.6577115,35.7860224,20211003195419,2,139.6838002,35.7576865
20211003,619,2,1,20211003222557,2,139.6940697,35.7509777,20211003222755,2,139.68714,35.7556669
20211003,621,1,1,20211003174645,2,139.8274281,35.7543709,20211003174956,1,139.821029,35.7506314
20211003,663,1,1,20211003084250,1,139.7083685,35.7503882,20211003084449,1,139.6943088,35.7714452
20211003,663,2,1,20211003084510,1,139.6886992,35.7732548,20211003084549,1,139.6779,35.7762242
20211003,697,1,1,20211003064807,2,139.8346372,35.7597104,20211003065413,1,139.821029,35.7505914
20211003,720,3,1,20211003064305,1,139.8208791,35.7502914,20211003065519,0,139.9121473,35.887612
20211003,733,1,1,20211003065240,2,139.7697635,35.75131,20211003071741,2,139.9047258,35.928426
20211003,733,2,1,20211003145350,2,139.893555,35.955883,20211003152336,1,139.8229177,35.7712987
20211003,794,7,1,20211003174351,0,139.6253241,35.807778,20211003175628,1,139.7082984,35.7544077
20211003,860,3,1,20211003144514,0,139.6399112,36.0832533,20211003145032,2,139.6261737,36.0479585
20211003,875,1,1,20211003055821,2,139.6627882,35.9039669,20211003060459,2,139.6391589,35.9462803
20211003,875,2,1,20211003062137,2,139.6393989,35.9460503,20211003064319,0,139.6251241,35.807398
20211003,875,11,1,20211003173653,0,139.625974,35.8084578,20211003182044,2,139.6550588,35.9073064
20211003,875,12,1,20211003183522,2,139.6643681,35.8987876,20211003184652,2,139.6687978,35.9000374
20211003,984,1,1,20211003115652,2,139.7064379,35.7696358,20211003121100,2,139.662931,35.7881722
20211003,984,2,1,20211003124851,2,139.6699704,35.7867626,20211003125629,2,139.7032982,35.767236
20211003,984,3,1,20211003130931,2,139.7065583,35.7590871,20211003131128,2,139.7084285,35.7501082
20211003,984,4,1,20211003152045,2,139.7082885,35.7501182,20211003152338,2,139.7062783,35.7590471
20211003,1033,4,2,20211003152046,2,139.9848414,36.0821421,20211003154721,2,139.9984168,35.9348289
20211003,1033,6,2,20211003224533,2,139.9911165,35.9486274,20211003230553,2,139.9848814,36.0819921
20211003,1134,2,1,20211003223117,0,139.9998037,35.9802041,20211003224949,1,139.821019,35.7509113
20211003,1139,1,1,20211003130426,2,139.66739,35.80888,20211003131835,1,139.70842,35.75023
20211003,1139,2,1,20211003171611,2,139.70831,35.75034,20211003174430,3,139.70428,35.81435
20211003,1139,3,1,20211003185411,2,139.7002,35.81373,20211003190229,2,139.66919,35.81244
20211003,1169,1,1,20211003130356,2,139.6267394,35.960297,20211003133150,2,139.6714683,36.0822939
20211003,1256,1,1,20211003115150,2,139.8978185,35.8914312,20211003115303,2,139.8994984,35.8872821
20211003,1256,2,1,20211003120302,0,139.8997283,35.877694,20211003121535,2,139.8693522,35.8425491
20211003,1256,3,1,20211003164858,2,139.8758817,35.8420892,20211003165230,2,139.8834609,35.8430892
20211003,1256,4,1,20211003191947,2,139.8962596,35.8445691,20211003192252,2,139.9008587,35.8555877
20211003,1256,5,1,20211003201515,2,139.9033478,35.8706055,20211003202003,2,139.9089476,35.8839227
20211003,1290,1,1,20211003140204,0,139.9988738,35.9800941,20211003142206,1,139.8210189,35.7513612
20211003,1314,2,1,20211003123302,1,139.7083585,35.7502882,20211003123532,1,139.6924689,35.7723551
20211003,1320,1,1,20211003002819,0,139.625644,35.8081079,20211003004848,0,139.9188814,35.7503715
20211003,1320,2,1,20211003130435,0,139.9187814,35.7500615,20211003131851,0,139.7702501,35.848706
20211003,1320,3,1,20211003144233,2,139.6961774,35.8306863,20211003150738,0,139.6250641,35.807338
20211003,1320,4,1,20211003184816,0,139.625444,35.8078979,20211003191056,0,139.9188114,35.7507614
20211003,1359,1,1,20211003082428,2,139.7080583,35.7552476,20211003082513,2,139.7113083,35.7505082
20211003,1359,2,1,20211003112153,2,139.7101683,35.7511881,20211003112153,2,139.7101683,35.7511881
20211003,1394,2,1,20211003190733,2,139.6538304,35.8475737,20211003191603,2,139.6282931,35.8395941
20211003,1437,1,1,20211003181156,2,139.9631812,35.9063314,20211003182724,0,139.9999236,35.9803641
20211003,1437,2,1,20211003194736,0,139.9996037,35.9801741,20211003195243,0,139.9604203,35.9266186
20211003,1525,1,1,20211003173709,2,139.631422,35.8577719,20211003175715,1,139.7084285,35.7505481
20211003,1659,1,1,20211003092320,2,139.850335,35.7882167,20211003093741,2,139.8447065,35.755851
20211003,1659,2,1,20211003102110,2,139.8530258,35.7556911,20211003102351,2,139.8569957,35.7500518
20211003,1659,4,1,20211003154721,3,139.869544,35.777448,20211003160158,2,139.8619142,35.7905962
20211003,1761,1,1,20211003123344,2,139.9501726,35.9012015,20211003125324,2,139.9930201,35.8462311
20211003,1761,2,1,20211003164656,2,139.9902603,35.8533601,20211003170011,2,139.9562125,35.892983
20211003,1761,3,1,20211003210953,2,139.9502226,35.9012915,20211003211520,2,139.9705914,35.8877144
20211003,1761,4,1,20211003212157,2,139.9798407,35.885545,20211003212607,2,139.9878703,35.8678179
20211003,1761,5,1,20211003214411,2,139.981951,35.8591692,20211003214701,2,139.9815711,35.8526002
20211003,1891,1,1,20211003201604,1,139.820869,35.7508713,20211003202140,1,139.8473845,35.8165727
20211003,1899,6,2,20211003163901,2,139.6812208,35.7502174,20211003164140,2,139.6971591,35.7586669
20211003,1917,1,1,20211003080528,2,139.7004861,35.8546034,20211003080936,2,139.720704,35.8631927
20211003,1917,2,1,20211003084344,2,139.7126748,35.8601829,20211003084851,2,139.6904971,35.8511937
20211003,1940,3,1,20211003195147,0,139.6252741,35.807728,20211003200443,1,139.7084185,35.7503482
20211003,1950,1,1,20211003102344,2,139.6634701,35.8341354,20211003103328,0,139.6253041,35.807608
20211003,1950,2,1,20211003184835,0,139.6253641,35.8078279,20211003185807,2,139.6615503,35.8330455
20211003,1990,1,2,20211003064552,2,139.8657634,35.8084037,20211003073233,2,139.6598468,35.9491812
20211003,1990,2,2,20211003075531,2,139.6644465,35.9464617,20211003075713,2,139.6667663,35.944452
20211003,1990,3,2,20211003095526,2,139.6644465,35.9464617,20211003095640,2,139.6676062,35.945022
20211003,1990,4,2,20211003104718,2,139.6778152,35.9420526,20211003111214,2,139.8640738,35.7995749
20211003,1990,5,2,20211003135820,2,139.8284079,35.7573106,20211003141615,2,139.8511447,35.8011348
20211003,1990,6,2,20211003150754,2,139.8568646,35.7880766,20211003152505,2,139.8491563,35.7512416
20211003,1990,7,2,20211003155649,2,139.8492563,35.7513616,20211003160202,2,139.8493758,35.7629401
20211003,1990,8,2,20211003201525,2,139.8416463,35.7674294,20211003203349,2,139.8671636,35.7983451
20211003,2012,1,1,20211003114710,2,139.9994792,35.8773761,20211003115457,2,139.9663621,35.8801655
20211003,2012,2,1,20211003124357,2,139.968002,35.877486,20211003125056,2,139.9991992,35.8774261
20211003,2013,1,1,20211003014136,1,139.7360662,35.7500488,20211003021311,2,139.6721982,36.0831238
20211003,2064,1,1,20211003201752,2,139.86343,35.94923,20211003204539,1,139.82103,35.75006
20211003,2091,1,1,20211003170757,2,139.7977686,35.8082539,20211003171456,2,139.803039,35.782897
20211003,2149,1,1,20211003081933,1,139.6252529,35.8491028,20211003081950,1,139.626903,35.8443035
20211003,2175,1,1,20211003123805,1,139.7083585,35.7503982,20211003124357,1,139.6452924,35.7960505
20211003,2175,2,1,20211003131731,2,139.6593905,35.8329555,20211003134939,1,139.7083985,35.7502082
20211003,2176,1,1,20211003141629,0,139.6252041,35.807658,20211003143727,2,139.9178315,35.7505014
20211003,2178,1,1,20211003112158,2,139.7306567,35.7505587,20211003113640,1,139.7407129,35.846655
20211003,2178,2,1,20211003120723,2,139.727054,35.8476547,20211003120737,2,139.7256841,35.8479746
20211003,2178,3,1,20211003135340,2,139.7141251,35.8486143,20211003140207,2,139.6850168,35.8681517
20211003,2277,2,1,20211003213032,2,139.6259901,35.9430199,20211003214738,3,139.6344504,35.9033866
20211003,2292,1,1,20211003065118,2,139.9612229,35.8716367,20211003071520,0,139.8127861,35.8508374
20211003,2292,2,1,20211003090112,2,139.7717303,35.8361378,20211003091221,2,139.715115,35.8492043
20211003,2292,3,1,20211003164432,2,139.6828285,35.831236,20211003170519,0,139.9127572,35.8882719
20211003,2328,1,1,20211003071408,2,139.9347358,35.8674963,20211003074323,2,139.9267579,35.8174234
20211003,2328,2,1,20211003081628,3,139.918309,35.8082339,20211003083901,2,139.9244166,35.8637467
20211003,2425,1,1,20211003163452,2,139.6919194,36.0232212,20211003164611,0,139.6720647,35.9633399
20211003,2431,2,1,20211003102207,1,139.7361562,35.7501188,20211003102710,1,139.80225,35.7618395
20211003,2431,3,1,20211003102730,1,139.8075197,35.7604698,20211003104300,2,139.8813635,35.7682091
20211003,2431,4,1,20211003122848,2,139.8930927,35.773968,20211003130436,1,139.7370561,35.7506088
20211003,2437,2,2,20211003185208,2,139.9845414,36.083012,20211003192454,2,139.6251139,36.0474885
20211003,2470,1,1,20211003084128,2,139.6467119,35.8217965,20211003085430,2,139.7112453,35.8486643
20211003,2565,1,1,20211003105021,2,139.9746513,35.8821354,20211003105745,2,139.9661921,35.8804354
20211003,2565,2,1,20211003191714,2,139.9211076,35.8377706,20211003194539,2,139.9652721,35.8822751
20211003,2649,1,1,20211003061003,1,139.7364662,35.7503388,20211003063615,0,139.6402312,36.0816235
20211003,2649,4,1,20211003185907,0,139.6403712,36.0818435,20211003191411,0,139.6655943,35.9792078
20211003,2649,5,1,20211003192439,0,139.6666446,35.9726486,20211003195221,1,139.7372261,35.7507288
20211003,2668,1,1,20211003103349,2,139.8484964,35.7504517,20211003103706,2,139.8570353,35.7589408
20211003,2668,2,1,20211003142315,2,139.867794,35.7825273,20211003143415,2,139.8586151,35.7597507
20211003,2680,1,1,20211003074448,2,139.9090493,35.8254915,20211003080114,0,139.9123673,35.887842
20211003,2751,1,1,20211003085143,2,139.6276006,35.9214736,20211003085342,2,139.6251809,35.9154845
20211003,2751,2,1,20211003095534,2,139.6283806,35.9179442,20211003095946,3,139.6342301,35.9239435
20211003,2751,3,1,20211003111549,2,139.6345702,35.914405,20211003112445,2,139.6271708,35.9099054
20211003,2751,8,1,20211003174529,2,139.6257909,35.9096854,20211003174931,2,139.6354901,35.9174746
20211003,2779,1,1,20211003035050,2,139.9649627,35.858109,20211003035706,2,139.9999491,35.8774961
20211003,2779,3,1,20211003140922,2,139.9996586,35.8999722,20211003141052,2,139.9990186,35.902162
20211003,2782,1,1,20211003093301,0,139.9870054,35.9757843,20211003093345,0,139.9996537,35.9803441
20211003,2803,5,1,20211003230451,0,139.9187414,35.7503015,20211003231534,0,139.7724899,35.8485462
20211003,2803,6,1,20211003231552,0,139.7668505,35.8490457,20211003232229,2,139.6708795,35.8324257
20211003,2811,1,1,20211003101023,1,139.7084085,35.7508181,20211003101331,1,139.6785199,35.7760442
20211003,2811,2,1,20211003155641,2,139.6367324,35.8369245,20211003160930,1,139.7084185,35.7503282
20211003,2872,1,1,20211003081856,0,139.6252841,35.807738,20211003082250,0,139.6806983,35.8404649
20211003,2872,2,1,20211003082309,0,139.6858878,35.8431347,20211003082631,0,139.748602,35.8524145
20211003,2872,3,1,20211003082648,0,139.7541116,35.8513248,20211003084517,0,139.9987838,35.9802341
20211003,2872,4,1,20211003163008,0,139.9986338,35.9800641,20211003173314,0,139.6333932,35.8159268
20211003,2939,1,1,20211003114926,2,139.7991969,35.8538869,20211003120600,0,139.6683747,35.9686091
20211003,2939,2,1,20211003120615,0,139.6662347,35.9731286,20211003121223,0,139.6402912,36.0814736
20211003,3068,3,1,20211003133158,1,139.7083885,35.7506481,20211003134227,1,139.625403,35.848263
20211003,3068,5,1,20211003150125,1,139.6254529,35.8485029,20211003151349,1,139.7105483,35.7511181
20211003,3182,1,1,20211003083816,1,139.70844,35.75103,20211003085943,3,139.67831,35.89165
20211003,3182,2,1,20211003113512,2,139.67699,35.89182,20211003115315,1,139.66635,35.78147
20211003,3182,3,1,20211003115522,1,139.68999,35.77303,20211003115744,1,139.70847,35.75077
20211003,3182,5,1,20211003162432,2,139.76981,35.75139,20211003165140,3,139.67784,35.89168
20211003,3220,1,1,20211003070959,1,139.7364362,35.7503188,20211003071859,1,139.756462,35.8324173
20211003,3277,1,1,20211003064842,2,139.8581952,35.7595507,20211003065939,2,139.8895727,35.7801372
20211003,3277,2,1,20211003103909,2,139.8576952,35.7592707,20211003104102,2,139.8488563,35.7508617
20211003,3277,3,1,20211003143708,2,139.8631951,35.7528115,20211003143708,2,139.8631951,35.7528115
20211003,3277,4,1,20211003145156,2,139.8664245,35.76427,20211003145635,1,139.8845531,35.7775677
20211003,3277,5,1,20211003145717,2,139.8812232,35.7817772,20211003145739,1,139.8819231,35.782727
20211003,3277,6,1,20211003145750,2,139.8856131,35.7759979,20211003145750,2,139.8856131,35.7759979
20211003,3277,7,1,20211003145855,2,139.8829829,35.7851367,20211003150131,1,139.8848628,35.7864764
20211003,3277,8,1,20211003150340,0,139.8765227,35.8063239,20211003150340,0,139.8765227,35.8063239
20211003,3277,9,1,20211003150341,1,139.8851827,35.7867964,20211003150341,1,139.8851827,35.7867964
20211003,3277,10,1,20211003150348,0,139.8760626,35.8081836,20211003150554,0,139.8595731,35.8358599
20211003,3277,11,1,20211003150600,1,139.8835128,35.7872763,20211003150600,1,139.8835128,35.7872763
20211003,3277,12,1,20211003150607,0,139.8565332,35.8386995,20211003151601,0,139.7353131,35.8533741
20211003,3277,13,1,20211003151817,0,139.7201128,35.8930393,20211003152418,0,139.6673047,35.9707289
20211003,3277,14,1,20211003153538,2,139.6405845,36.0152924,20211003153734,2,139.6403248,36.0120127
20211003,3277,28,1,20211003180859,2,139.6267446,36.0318507,20211003181658,2,139.6666514,36.0336501
20211003,3277,29,1,20211003182446,2,139.6687223,36.0000646,20211003182500,2,139.6668426,35.9992547
20211003,3277,30,1,20211003184129,0,139.6732646,35.9618301,20211003191025,2,139.8935729,35.7683488
20211003,3277,31,1,20211003191223,2,139.8827935,35.7680891,20211003192018,2,139.8489063,35.7509317
20211003,3298,1,1,20211003093020,2,139.8609949,35.7611005,20211003095204,2,139.8816835,35.7681891
20211003,3298,2,1,20211003110718,2,139.8674142,35.7740285,20211003111624,2,139.8585451,35.7597007
20211003,3298,3,1,20211003140236,2,139.8610349,35.7611205,20211003140254,2,139.8591751,35.7600707
20211003,3298,4,1,20211003172106,2,139.8749539,35.7689491,20211003172552,2,139.8821335,35.7681691
20211003,3356,1,1,20211003052631,1,139.820869,35.7504514,20211003053749,0,139.9127572,35.8882619
20211003,3356,2,1,20211003141835,0,139.9981938,35.9800041,20211003143209,1,139.8543137,35.8299808
20211003,3585,8,2,20211003182319,2,139.67436,35.7870927,20211003182440,2,139.67286,35.7924119
20211003,3585,9,2,20211003194707,0,139.6928089,35.7723351,20211003194959,0,139.7084185,35.7501682
20211003,3602,1,1,20211003121239,0,139.6402612,36.0821535,20211003121639,2,139.6443621,36.0504682
20211003,3602,2,1,20211003121659,2,139.6385625,36.0512581,20211003121747,2,139.6257738,36.0477985
20211003,3602,4,1,20211003143122,2,139.6257538,36.0479285,20211003143136,2,139.6299133,36.0496483
20211003,3602,5,1,20211003144904,0,139.6684347,35.9689391,20211003144929,0,139.6715947,35.9639698
20211003,3606,2,1,20211003135325,0,139.9637898,35.9318681,20211003141118,1,139.821039,35.7501814
20211003,3606,4,1,20211003183336,1,139.820869,35.7510413,20211003184534,0,139.9126672,35.8881719
20211003,3649,1,1,20211003055804,2,139.9030298,35.8270913,20211003061314,2,139.8629527,35.8414692
20211003,3649,2,1,20211003064746,2,139.8620626,35.8455486,20211003070327,2,139.910219,35.8298311
20211003,3649,3,1,20211003110022,2,139.9181784,35.8239321,20211003110118,2,139.9180487,35.8183328
20211003,3649,4,1,20211003132752,2,139.9073497,35.8180423,20211003132812,2,139.9077897,35.8198321
20211003,3649,5,1,20211003201845,2,139.9073297,35.8179823,20211003201858,2,139.9077897,35.8197921
20211003,3651,1,1,20211003072505,2,139.9543324,35.8985221,20211003073428,0,139.9985038,35.9802041
20211003,3651,2,1,20211003174155,0,139.9991237,35.9801241,20211003181028,2,139.9548224,35.8980522
20211003,3654,1,1,20211003004636,1,139.6250929,35.8494228,20211003010556,2,139.625293,35.8483329
20211003,3654,2,1,20211003200821,2,139.6871041,35.9402131,20211003201851,2,139.6258595,35.9594671
20211003,3712,1,1,20211003064831,1,139.820959,35.7507913,20211003070008,0,139.9133072,35.8888718
20211003,3712,2,1,20211003181754,0,139.9997537,35.9801841,20211003190832,1,139.821029,35.7506114
20211003,3864,2,1,20211003105701,1,139.7360862,35.7500788,20211003111127,0,139.7064931,35.915247
20211003,3864,5,1,20211003195529,0,139.6400612,36.0828034,20211003205520,1,139.7361862,35.7500188
20211003,3916,1,1,20211003063739,2,139.6718692,35.8384451,20211003071420,2,139.8990349,35.9499236
20211003,3916,2,1,20211003130837,2,139.9045758,35.928536,20211003133325,0,139.77115,35.8486261
20211003,3960,1,1,20211003112053,2,139.6734603,35.7803636,20211003112607,1,139.7084185,35.7502182
20211003,3960,2,1,20211003130016,1,139.7083785,35.7507481,20211003130216,1,139.6928789,35.7722351
20211003,4028,1,2,20211003141203,0,139.8121031,35.9231066,20211003141514,2,139.8184425,35.9246764
20211003,4028,2,2,20211003142314,3,139.8139632,35.9176276,20211003142404,3,139.8108733,35.920797
20211003,4164,1,1,20211003140631,2,139.6725869,35.9212448,20211003144752,2,139.6702875,35.9126458
20211003,4194,1,1,20211003145834,2,139.9222561,35.8872023,20211003150515,2,139.9265561,35.8741649
20211003,4194,2,1,20211003154113,2,139.9200166,35.873185,20211003154927,2,139.9504331,35.8920629
20211003,4194,3,1,20211003162449,3,139.9452636,35.8911427,20211003163140,2,139.923126,35.8872523
20211003,4232,1,1,20211003072011,2,139.8226798,35.9934474,20211003073046,2,139.7523356,35.9988354
20211003,4232,2,1,20211003075843,3,139.747256,36.0003251,20211003080703,2,139.7393777,35.9678593
20211003,4232,3,1,20211003102135,2,139.7396177,35.9678893,20211003103123,2,139.7480059,36.0004751
20211003,4232,4,1,20211003211657,2,139.7523756,35.9998153,20211003212720,2,139.8214699,35.9929274
20211003,4283,1,1,20211003110800,2,139.7459547,35.7643775,20211003111417,2,139.7376761,35.7504888
20211003,4283,2,1,20211003122642,1,139.820869,35.7508513,20211003123504,0,139.8718525,35.8240116
20211003,4322,1,1,20211003032644,2,139.9202809,35.7702884,20211003033704,2,139.8592651,35.7601906
20211003,4322,2,1,20211003033716,2,139.8574053,35.7591008,20211003033831,2,139.8486764,35.7506117
20211003,4343,1,1,20211003150757,2,139.7103183,35.7510581,20211003152121,2,139.6867089,35.7847134
20211003,4343,2,1,20211003153335,2,139.6971783,35.7797142,20211003154859,2,139.7369361,35.7514087
20211003,4347,1,1,20211003101511,2,139.8489756,35.7689893,20211003101943,2,139.8568257,35.7505918
20211003,4374,1,1,20211003151042,1,139.62563,35.84794,20211003152334,1,139.70844,35.75045
20211003,4426,1,1,20211003174634,0,139.9991637,35.9801441,20211003184232,2,139.898952,35.7839065
20211003,4426,2,1,20211003185458,2,139.899022,35.7842064,20211003191509,0,139.9132072,35.8887518
20211003,4453,1,1,20211003161959,1,139.820889,35.7507813,20211003164309,2,139.7985071,35.8781734
20211003,4453,2,1,20211003201724,2,139.7993069,35.880583,20211003204051,1,139.821049,35.7504214
20211003,4463,1,1,20211003114300,1,139.7083585,35.7503282,20211003114506,1,139.6924289,35.772365
20211003,4463,2,1,20211003135043,2,139.6735902,35.7807135,20211003135810,1,139.7083984,35.7541377
20211003,4536,2,1,20211003154822,2,139.9221785,35.8114138,20211003160222,3,139.8967622,35.7833566
20211003,4536,3,1,20211003161857,3,139.8967822,35.7834366,20211003162944,2,139.9177915,35.7500715
20211003,4558,1,1,20211003131309,2,139.6948897,35.7503978,20211003131523,2,139.6862001,35.7561968
20211003,4558,2,1,20211003183327,2,139.6263744,35.7791326,20211003184643,2,139.6831502,35.7580564
20211003,4631,1,1,20211003104617,2,139.860993,35.8352001,20211003105152,2,139.8775927,35.8028343
20211003,4703,1,1,20211003052212,1,139.820869,35.7505914,20211003053308,0,139.9129672,35.8885018
20211003,4703,3,1,20211003135400,0,139.9991637,35.9801441,20211003141329,1,139.821039,35.7503914
20211003,4730,1,1,20211003075356,2,139.6542405,35.8434442,20211003080121,2,139.6559504,35.8423044
20211003,4755,1,1,20211003132312,0,139.9996537,35.9801841,20211003132738,0,139.9607902,35.9271885
20211003,4755,2,1,20211003150155,2,139.9059876,35.8695958,20211003151837,2,139.9400055,35.8379615
20211003,4758,1,1,20211003140902,2,139.73837,35.82279,20211003141807,3,139.73122,35.80377
20211003,4758,2,1,20211003145027,2,139.73354,35.80654,20211003151125,2,139.75356,35.86632
20211003,4758,3,1,20211003155352,2,139.75586,35.86782,20211003155450,3,139.75479,35.86892
20211003,4786,1,1,20211003060012,2,139.6932235,35.9414433,20211003063036,2,139.7565119,36.082686
20211003,4786,2,1,20211003155203,2,139.7565819,36.082686,20211003155934,2,139.6418023,36.0508081
20211003,4832,1,1,20211003064429,2,139.7452619,35.8619634,20211003065213,2,139.7369839,35.8288372
20211003,4832,2,1,20211003093156,2,139.7394637,35.8274775,20211003094455,2,139.743692,35.8622034
20211003,4860,8,1,20211003203218,2,139.67146,36.08229,20211003212858,2,139.69601,35.80617
20211003,4860,9,1,20211003234017,2,139.6913,35.80617,20211003235922,2,139.6954,35.75004
20211003,4869,1,1,20211003074618,2,139.7539613,35.8572342,20211003081937,2,139.7537113,35.8588941
20211003,4869,2,1,20211003123040,2,139.7493312,35.8687029,20211003125032,2,139.7199321,35.9065682
20211003,4869,3,1,20211003160530,2,139.7170029,35.8975788,20211003164027,3,139.7057566,35.8273268
20211003,4869,4,1,20211003165131,3,139.7057466,35.8273268,20211003170901,2,139.7541214,35.8550245
20211003,4886,1,2,20211003073748,2,139.9737635,35.8147158,20211003080449,2,139.9995794,35.8521603
20211003,4886,2,2,20211003085043,2,139.9998693,35.8531801,20211003090154,3,139.9748736,35.8111463
20211003,4886,3,2,20211003103552,2,139.9654743,35.8152056,20211003104327,2,139.9420663,35.820234
20211003,4886,4,2,20211003121051,2,139.9426063,35.8197741,20211003121819,2,139.9653543,35.8154256
20211003,4886,5,2,20211003130126,2,139.9738135,35.8147458,20211003130131,2,139.9740534,35.8149758
20211003,4886,6,2,20211003143619,2,139.9737035,35.8146858,20211003144958,2,139.9995994,35.8522302
20211003,4886,7,2,20211003171125,2,139.9996994,35.8525802,20211003172357,3,139.9750435,35.8123862
20211003,5052,2,1,20211003204847,2,139.6823496,35.7750345,20211003205400,1,139.7083985,35.7501082
20211003,5112,1,1,20211003132404,2,139.7285668,36.0133632,20211003133914,2,139.6922184,36.0518577
20211003,5112,2,1,20211003154429,2,139.6940283,36.0505479,20211003155727,2,139.7282468,36.0135332
20211003,5127,1,1,20211003070027,2,139.6341683,35.9691863,20211003070345,2,139.6267394,35.9599771
20211003,5127,3,1,20211003171523,2,139.6251495,35.9591271,20211003172111,2,139.6394075,35.9770758
20211003,5151,1,1,20211003103229,2,139.8450965,35.7549611,20211003105531,0,139.9124973,35.8879819
20211003,5152,2,1,20211003181142,2,139.8285078,35.7575605,20211003181624,1,139.8212588,35.7518011
20211003,5248,2,1,20211003152806,1,139.7361662,35.7501288,20211003152858,1,139.7447952,35.7570183
20211003,5248,3,1,20211003170927,2,139.7588719,35.8088027,20211003172327,1,139.821019,35.7507213
20211003,5319,1,1,20211003140514,2,139.7921671,35.8847422,20211003142414,2,139.791424,35.9393334
20211003,5319,2,1,20211003162959,2,139.7340339,36.0831653,20211003170404,2,139.7921839,35.941523
20211003,5322,1,2,20211003115740,2,139.813927,35.8173729,20211003122203,2,139.8738834,35.7889163
20211003,5322,2,2,20211003151236,2,139.8738934,35.7888363,20211003153239,2,139.8120371,35.8174929
20211003,5329,3,1,20211003142455,2,139.84204,35.75085,20211003143401,3,139.84953,35.76694
20211003,5329,4,1,20211003163644,2,139.84926,35.76808,20211003165728,1,139.82103,35.75008
20211003,5356,3,1,20211004003357,0,139.6401512,36.0825334,20211004010046,1,139.8210491,35.7500015
20211003,5380,1,1,20211003231910,0,139.7084085,35.7506481,20211003232551,0,139.6449725,35.7951906
20211003,5381,1,1,20211003134258,2,139.9803858,35.7603811,20211003134920,2,139.9597681,35.750192
20211003,5381,2,1,20211003190308,0,139.9186914,35.7505914,20211003190324,0,139.9172515,35.7551707
20211003,5448,1,1,20211003081629,0,139.7975332,35.9530011,20211003085623,0,139.6279402,35.9349214
20211003,5448,2,1,20211003213301,2,139.6331099,35.9345518,20211003220827,0,139.7981231,35.9527112
20211003,5453,1,1,20211003062552,2,139.9968932,35.7833793,20211003064740,2,139.8843234,35.7679891
20211003,5471,1,1,20211003074254,2,139.8023287,35.7937058,20211003080457,0,139.6328933,35.8154669
20211003,5474,1,1,20211003144759,0,139.9632999,35.9311181,20211003150948,1,139.7731526,35.7595989
20211003,5474,2,1,20211003162728,2,139.68736,35.7563768,20211003170037,0,139.9131572,35.8887118
20211003,5616,1,1,20211003083619,1,139.7083685,35.7503582,20211003084810,2,139.625233,35.8485129
