id,departLane,arrivalLane,vType,step1_duration,step1_routeLength,step1_waitingTime,step1_stopTime,step1_timeLoss,step4_duration,step4_routeLength,step4_waitingTime,step4_stopTime,step4_timeLoss,depart_lon,depart_lat,arrival_lon,arrival_lat
t_20211010_928913_1,-120955715_1,-426156937#0_1,DEFAULT_VEHTYPE,339.0,3195.28,85.0,0.0,128.93,328.0,3195.28,95.0,0.0,145.02,139.908149,36.008692,139.91074,35.988906
t_20211031_3462000_1,223489476#1_1,-102695201#1_1,DEFAULT_VEHTYPE,124.0,1502.81,0.0,0.0,27.16,182.0,1502.81,35.0,0.0,59.1,139.719602,35.793266,139.708551,35.796489
t_20211107_304343_1,120955775_1,-120957314_1,DEFAULT_VEHTYPE,99.0,723.62,28.0,0.0,42.69,99.0,723.62,26.0,0.0,41.44,139.910886,36.005199,139.910886,36.005199
t_20211107_686353_10,223489476#1_1,102695241#0_1,DEFAULT_VEHTYPE,263.0,2500.12,42.0,0.0,94.8,262.0,2387.99,43.0,0.0,100.75,139.719602,35.793266,139.698212,35.801073
t_20211031_2447031_1,229626867#8_1,-120112431#8_1,DEFAULT_VEHTYPE,524.0,3080.21,230.0,0.0,307.31,617.0,3080.21,290.0,0.0,375.29,139.84093,35.793371,,
t_20211003_154648_2,223489476#1_1,-223489476#1_1,truck,161.0,1496.74,10.0,0.0,60.89,180.0,1496.74,44.0,0.0,81.32,139.719602,35.793266,139.719602,35.793266
t_20211010_718608_1,-120273844#1_1,-120273887#1_1,truck,60.0,576.36,0.0,0.0,13.97,59.0,576.36,0.0,0.0,17.78,139.697652,36.007235,,
t_20211121_3178871_1,-120112478#2_1,229479218#2_1,DEFAULT_VEHTYPE,282.0,2352.4,84.0,0.0,121.59,286.0,2352.4,77.0,0.0,116.17,139.82347,35.793004,139.801824,35.792884
t_20211010_915844_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,63.0,551.33,0.0,0.0,13.75,71.0,551.33,0.0,0.0,11.83,139.694946,35.908973,139.694946,35.908973
t_20211024_1112308_2,796459853#51_0,-896552148#3_1,truck,484.0,4620.81,115.0,0.0,183.83,419.0,4620.81,71.0,0.0,136.73,139.788911,36.00691,139.793131,35.97666
t_20211121_785614_1,120956297_1,-120956297_1,DEFAULT_VEHTYPE,108.0,849.38,9.0,0.0,44.26,101.0,849.38,19.0,0.0,49.71,139.906718,36.009461,139.906718,36.009461
t_20211003_1141595_13,31408774_0,775462030#4_0,DEFAULT_VEHTYPE,574.0,15917.05,0.0,0.0,76.23,640.0,15917.05,0.0,0.0,76.61,139.912159,35.887376,139.775396,35.848365
t_20211017_4197219_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,60.0,551.33,0.0,0.0,17.77,68.0,551.33,0.0,0.0,27.16,139.694946,35.908973,139.694946,35.908973
t_20211024_590626_1,-120162123#1_1,-1019666874#3_1,DEFAULT_VEHTYPE,360.0,3090.44,102.0,0.0,160.52,455.0,3090.44,160.0,0.0,225.71,139.732414,35.792314,139.752097,35.792304
t_20211107_429482_1,-120273844#1_1,-120273887#1_1,truck,59.0,576.36,0.0,0.0,17.15,59.0,576.36,0.0,0.0,17.78,139.697652,36.007235,,
t_20211114_109585_1,79292402#5_1,-79292688#0_1,DEFAULT_VEHTYPE,48.0,541.58,0.0,0.0,9.69,56.0,541.58,0.0,0.0,10.48,139.9058,35.795042,139.9058,35.795042
t_20211031_1212344_1,226046429#3_1,120112478#2_1,DEFAULT_VEHTYPE,609.0,4950.91,185.0,0.0,279.56,608.0,4950.91,179.0,0.0,278.19,,,139.82347,35.793004
t_20211114_1608903_1,-1013421828_1,-101358181#2_1,DEFAULT_VEHTYPE,594.0,5439.31,161.0,0.0,266.38,766.0,5439.31,264.0,0.0,367.73,139.719602,35.793266,139.76954,35.792543
t_20211010_1114266_4,225065056#0_1,120878522#32_3,DEFAULT_VEHTYPE,156.0,1217.23,38.0,0.0,63.95,151.0,1217.23,38.0,0.0,63.31,139.75701,35.830879,139.75997,35.823319
t_20211121_181295_1,101187655#1_1,-101358181#1_1,DEFAULT_VEHTYPE,531.0,3989.92,144.0,0.0,234.28,529.0,3989.92,155.0,0.0,244.09,139.731616,35.801673,139.769978,35.792553
t_20211024_274640_1,120956297_1,-120956297_1,DEFAULT_VEHTYPE,93.0,849.38,0.0,0.0,20.26,83.0,849.38,0.0,0.0,26.33,139.906718,36.009461,139.906718,36.009461
t_20211010_1441208_1,-133720488#6_1,819169272#4_1,DEFAULT_VEHTYPE,350.0,3749.64,36.0,0.0,97.23,349.0,3749.64,29.0,0.0,93.84,139.913516,35.899096,139.913706,35.874443
t_20211107_888113_3,-156953315#3_1,-157076677#3_1,truck,241.0,2896.55,0.0,0.0,47.08,248.0,2896.55,0.0,0.0,41.54,139.76768,36.00834,139.779534,36.007298
t_20211128_314512_2,-128195434#3_1,-217825127#0_1,DEFAULT_VEHTYPE,169.0,1436.54,28.0,0.0,58.29,157.0,1436.54,31.0,0.0,62.86,139.828316,35.800207,,
t_20211024_3014464_1,-121061586#1_1,-58473437#19_1,DEFAULT_VEHTYPE,99.0,1073.59,0.0,0.0,17.17,92.0,1073.59,0.0,0.0,22.88,139.722044,36.007777,,
t_20211024_321841_1,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,58.0,578.46,0.0,0.0,13.55,58.0,578.46,0.0,0.0,13.08,139.697652,36.007235,,
t_20211024_1840248_1,101977419#2_1,120112478#2_1,DEFAULT_VEHTYPE,432.0,3144.39,155.0,0.0,220.69,438.0,3144.39,138.0,0.0,196.93,139.793346,35.792872,139.82347,35.793004
t_20211114_484950_6,-686779987#0_1,1091810134#1_1,DEFAULT_VEHTYPE,272.0,2827.91,33.0,0.0,80.45,275.0,2827.91,22.0,0.0,67.83,139.914031,35.838254,139.914003,35.856489
t_20211031_354628_1,80096652#0_1,128191434_1,DEFAULT_VEHTYPE,183.0,2056.0,11.0,0.0,41.18,197.0,2056.0,0.0,0.0,26.42,139.853062,35.827355,139.848399,35.818637
t_20211031_303747_1,-995974549#5_1,707194512_1,DEFAULT_VEHTYPE,592.0,6001.24,122.0,0.0,197.09,588.0,6001.24,159.0,0.0,243.4,,,139.888041,35.871267
t_20211128_1148196_1,714824177#2_1,342031866#3_1,truck,446.0,4086.51,86.0,0.0,139.88,349.0,4086.51,32.0,0.0,84.01,139.729178,35.903063,139.720494,35.905605
t_20211010_229648_1,223489476#1_1,-100827870#1_1,DEFAULT_VEHTYPE,389.0,3424.26,87.0,0.0,156.34,350.0,3355.46,89.0,0.0,150.83,139.719602,35.793266,139.696969,35.80417
t_20211010_801692_1,223489476#1_1,-100827870#1_1,truck,387.0,3353.36,85.0,0.0,169.28,396.0,3353.36,79.0,0.0,160.84,139.719602,35.793266,139.696969,35.80417
t_20211024_3988738_6,-102695241#0_1,127199105#5_1,DEFAULT_VEHTYPE,567.0,3831.64,171.0,0.0,260.95,561.0,3831.64,191.0,0.0,285.03,139.698212,35.801073,139.696425,35.823026
t_20211003_3722841_1,124963612#5_1,243877276#1_1,DEFAULT_VEHTYPE,463.0,3934.71,112.0,0.0,184.69,452.0,3934.71,141.0,0.0,220.62,139.696068,35.873972,139.693832,35.845174
t_20211010_1044988_1,120298701#6_1,-581624585_1,DEFAULT_VEHTYPE,175.0,1412.69,60.0,0.0,97.09,191.0,1412.69,47.0,0.0,81.16,,,139.838626,35.885459
t_20211024_1112613_1,124963612#5_1,124963627#0_1,DEFAULT_VEHTYPE,101.0,1224.01,0.0,0.0,20.93,109.0,1224.01,0.0,0.0,17.68,139.696068,35.873972,139.696168,35.882686
t_20211017_1539992_1,651184866#1_0,130281026#32_1,DEFAULT_VEHTYPE,353.0,2812.97,80.0,0.0,139.19,346.0,2812.97,101.0,0.0,159.84,139.907921,35.927264,139.913412,35.91422
t_20211128_412930_4,44420766#4_0,44351425#7_1,DEFAULT_VEHTYPE,464.0,12094.96,0.0,0.0,46.56,504.0,12094.96,0.0,0.0,41.15,139.693027,35.845145,139.756136,35.790789
t_20211017_482297_3,180099700#0_1,127199105#5_1,DEFAULT_VEHTYPE,197.0,1561.61,39.0,0.0,85.39,190.0,1593.24,40.0,0.0,79.88,,,139.696425,35.823026
t_20211024_2056804_1,80146280#2_1,1264836075#1_1,DEFAULT_VEHTYPE,423.0,4849.37,81.0,0.0,140.92,423.0,4849.37,82.0,0.0,147.16,,,139.906595,35.882778
t_20211010_862071_2,137320755#2_1,651184866#2_0,DEFAULT_VEHTYPE,477.0,3185.74,116.0,0.0,184.69,394.0,3185.74,88.0,0.0,144.17,139.913039,35.9093,139.911412,35.925896
t_20211003_2664882_1,1184585974#0_1,-617550114#5_1,DEFAULT_VEHTYPE,357.0,3436.19,91.0,0.0,142.72,370.0,3436.19,71.0,0.0,124.23,139.846598,35.851866,139.861062,35.828367
t_20211024_401968_1,-162165632_1,127200787#4_1,DEFAULT_VEHTYPE,231.0,2076.36,57.0,0.0,109.89,257.0,2076.36,44.0,0.0,97.04,139.711477,35.843398,139.696661,35.835117
t_20211031_4733800_1,-162056963#6_1,-100827870#1_1,DEFAULT_VEHTYPE,146.0,1496.62,0.0,0.0,24.24,152.0,1496.62,0.0,0.0,27.21,139.696625,35.816038,139.696969,35.80417
t_20211017_182164_1,796459853#51_0,158179142#4_1,DEFAULT_VEHTYPE,309.0,3644.2,0.0,0.0,46.39,311.0,3644.2,0.0,0.0,42.74,139.788911,36.00691,139.764368,36.006233
t_20211017_171753_1,28188012_0,-1188207865#3_1,DEFAULT_VEHTYPE,564.0,5600.8,138.0,0.0,208.88,475.0,5600.8,93.0,0.0,164.11,139.755813,35.835648,139.742513,35.792281
t_20211024_2345631_1,605105364#3_1,233696887#1_1,DEFAULT_VEHTYPE,52.0,541.62,0.0,0.0,9.32,47.0,541.62,0.0,0.0,12.83,139.695004,35.908113,139.694932,35.908121
t_20211107_156785_1,-819169272#4_1,133720488#6_1,DEFAULT_VEHTYPE,520.0,3816.8,143.0,0.0,222.32,428.0,3816.8,93.0,0.0,174.07,139.913706,35.874443,139.913516,35.899096
t_20211003_318469_1,128008526#2_1,-223489476#1_1,truck,205.0,1714.85,30.0,0.0,83.77,181.0,1710.33,11.0,0.0,59.19,139.705878,35.797526,139.719602,35.793266
t_20211107_315149_2,1188207865#3_1,1188210847_1,truck,165.0,1162.03,54.0,0.0,88.12,168.0,1162.03,58.0,0.0,92.92,139.742513,35.792281,139.750419,35.799777
t_20211121_288198_1,176918448#4_1,-43419654#12_1,DEFAULT_VEHTYPE,151.0,1089.65,49.0,0.0,76.31,150.0,1089.65,57.0,0.0,86.72,139.718097,35.862259,139.72985,35.860889
t_20211003_486516_1,128187698#5_1,-128187698#5_1,truck,78.0,642.82,0.0,0.0,25.7,72.0,642.82,0.0,0.0,25.41,139.812689,35.835256,139.812689,35.835256
t_20211017_1054004_1,-963114566#2_1,243877276#1_1,DEFAULT_VEHTYPE,477.0,3821.29,171.0,0.0,234.77,477.0,3821.29,174.0,0.0,232.26,139.734224,35.846164,139.693832,35.845174
t_20211107_3762479_1,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,109.0,994.35,5.0,0.0,24.15,109.0,1160.31,2.0,0.0,25.68,139.719602,35.793266,139.719602,35.793266
t_20211024_2198178_1,103281880#2_1,204496107#1_1,truck,143.0,1213.68,22.0,0.0,59.62,144.0,1213.68,23.0,0.0,57.59,139.737238,35.826594,139.74447,35.821323
t_20211128_464441_1,226465361#7_1,43419654#1_1,DEFAULT_VEHTYPE,448.0,4137.18,107.0,0.0,186.86,447.0,4137.18,113.0,0.0,193.9,139.770899,35.844164,,
t_20211107_212991_1,-113387317#7_1,951440827#1_1,DEFAULT_VEHTYPE,435.0,3723.24,86.0,0.0,140.77,339.0,3723.24,58.0,0.0,103.37,139.818887,35.957132,,
t_20211114_979552_3,101764677#0_1,243877276#1_0,DEFAULT_VEHTYPE,344.0,2956.0,96.0,0.0,158.81,363.0,2956.0,94.0,0.0,157.74,139.696638,35.829779,139.693832,35.845174
t_20211121_971183_3,101764677#0_1,243877276#1_1,DEFAULT_VEHTYPE,317.0,2956.0,60.0,0.0,129.74,406.0,2956.0,128.0,0.0,197.34,139.696638,35.829779,139.693832,35.845174
t_20211107_232601_15,120273887#1_1,120273844#1_1,truck,57.0,576.73,0.0,0.0,16.25,61.0,575.09,0.0,0.0,14.15,,,139.697652,36.007235
t_20211107_3050288_1,101977361#2_1,-101358181#1_1,DEFAULT_VEHTYPE,273.0,1822.24,97.0,0.0,138.48,273.0,1822.24,97.0,0.0,136.23,139.783803,35.792834,139.769978,35.792553
t_20211024_769983_34,-277743732#1_1,-378600191#0_1,truck,628.0,5917.1,108.0,0.0,224.95,626.0,5917.1,113.0,0.0,245.42,,,139.741346,36.008226
t_20211024_2330963_1,-868233733#3_1,881492508#1_1,DEFAULT_VEHTYPE,282.0,1761.94,71.0,0.0,109.76,159.0,1761.94,15.0,0.0,52.21,139.782108,35.891398,139.797534,35.898632
t_20211017_811051_1,120273887#1_1,120273844#1_1,DEFAULT_VEHTYPE,54.0,578.83,0.0,0.0,14.67,59.0,577.67,0.0,0.0,8.32,,,139.697652,36.007235
t_20211121_105149_1,-995974549#5_1,-80146280#1_1,DEFAULT_VEHTYPE,530.0,6546.74,67.0,0.0,162.66,563.0,6546.74,45.0,0.0,120.49,,,139.87748,35.854386
t_20211031_1861987_1,-1189270051#0_1,119784587#3_1,DEFAULT_VEHTYPE,239.0,2202.4,46.0,0.0,87.02,239.0,2202.4,40.0,0.0,83.33,,,,
t_20211017_2328479_2,53638243#2_1,29199569#9_1,DEFAULT_VEHTYPE,169.0,1164.46,61.0,0.0,92.15,167.0,1164.46,68.0,0.0,99.8,139.914179,35.836851,139.904762,35.84164
t_20211003_315289_3,-120273844#1_1,-120273887#1_1,truck,57.0,576.36,0.0,0.0,16.38,59.0,576.36,0.0,0.0,13.22,139.697652,36.007235,,
t_20211017_518430_1,-119302363#1_1,128157289#3_1,DEFAULT_VEHTYPE,237.0,2371.16,47.0,0.0,82.15,240.0,2371.16,44.0,0.0,78.43,,,139.73308,35.967811
t_20211114_867665_3,1188021810#2_1,-162112517#1_1,DEFAULT_VEHTYPE,184.0,1053.66,76.0,0.0,106.21,185.0,1053.66,81.0,0.0,113.58,139.716022,35.804647,,
t_20211017_1109373_1,439262438#5_0,849787184#0_0,DEFAULT_VEHTYPE,181.0,1953.0,49.0,0.0,65.43,182.0,1953.0,44.0,0.0,60.3,139.852038,35.842644,139.831879,35.848482
t_20211128_735283_1,1188207865#3_1,102695241#0_1,DEFAULT_VEHTYPE,586.0,4553.94,180.0,0.0,275.8,575.0,4553.94,203.0,0.0,306.85,139.742513,35.792281,139.698212,35.801073
t_20211010_2666937_1,973190127#0_1,973405914#3_1,DEFAULT_VEHTYPE,288.0,1810.76,127.0,0.0,167.71,289.0,1810.76,121.0,0.0,164.83,139.758925,35.810077,139.761817,35.793796
t_20211003_1053804_2,223489476#1_1,-223489476#1_1,truck,163.0,1496.74,24.0,0.0,67.99,166.0,1496.74,21.0,0.0,64.32,139.719602,35.793266,139.719602,35.793266
t_20211107_4724650_1,1019666874#3_1,-177233256#1_2,DEFAULT_VEHTYPE,390.0,2796.81,151.0,0.0,209.17,386.0,2796.81,149.0,0.0,202.79,139.752097,35.792304,139.726836,35.797326
t_20211010_2018322_1,314943855#0_0,-1051749395#3_1,DEFAULT_VEHTYPE,321.0,2915.06,83.0,0.0,134.66,321.0,2915.06,94.0,0.0,144.17,139.826529,35.849883,139.79824,35.85584
t_20211024_500348_1,-819169272#4_1,28598976#112_1,DEFAULT_VEHTYPE,303.0,3252.86,52.0,0.0,95.9,306.0,3252.86,46.0,0.0,102.67,139.913706,35.874443,139.908379,35.857794
t_20211121_4217783_1,244247205#10_0,799537529#1_1,DEFAULT_VEHTYPE,547.0,5191.69,147.0,0.0,192.78,453.0,5191.69,79.0,0.0,118.98,139.772334,35.848486,139.716008,35.849213
t_20211031_2614324_1,119607721#4_1,233696887#0_1,DEFAULT_VEHTYPE,524.0,5071.69,122.0,0.0,176.15,358.0,5071.69,29.0,0.0,73.93,139.694952,35.930509,139.694946,35.908973
t_20211107_2472122_4,44420766#4_0,44351425#7_0,DEFAULT_VEHTYPE,503.0,12094.96,0.0,0.0,41.28,443.0,12094.96,0.0,0.0,46.0,139.693027,35.845145,139.756136,35.790789
t_20211114_608057_2,310738310_1,354970512#19_1,DEFAULT_VEHTYPE,467.0,3705.09,165.0,0.0,244.63,470.0,3705.09,164.0,0.0,239.1,139.8636,35.806425,,
t_20211121_453970_1,766811227#1_1,-95657340#9_1,DEFAULT_VEHTYPE,157.0,1836.26,0.0,0.0,30.87,158.0,1836.26,0.0,0.0,41.54,139.773302,36.007473,,
t_20211031_4525620_1,101764603#23_1,188994008#11_1,DEFAULT_VEHTYPE,278.0,2377.28,45.0,0.0,96.46,277.0,2377.28,53.0,0.0,99.73,139.7028,35.837165,,
t_20211128_698656_1,133720496#12_1,-133720496#12_1,truck,118.0,1278.32,0.0,0.0,18.82,114.0,1278.32,0.0,0.0,17.72,139.892755,35.907092,139.892755,35.907092
t_20211003_1781113_1,793868760#16_1,-120037238#9_1,DEFAULT_VEHTYPE,492.0,4435.96,133.0,0.0,206.17,493.0,4435.96,119.0,0.0,193.38,139.833896,36.007096,,
t_20211003_2113770_1,-120162123#1_1,120162123#1_1,DEFAULT_VEHTYPE,162.0,1381.66,45.0,0.0,64.97,166.0,1381.66,41.0,0.0,62.88,139.732414,35.792314,139.732414,35.792314
t_20211121_122148_1,123552179#2_1,-123552179#2_1,DEFAULT_VEHTYPE,70.0,803.9,0.0,0.0,11.26,81.0,803.9,0.0,0.0,11.69,,,,
t_20211121_2728806_8,-57376553#3_1,-139979906#4_1,DEFAULT_VEHTYPE,588.0,5095.64,176.0,0.0,242.84,586.0,5095.64,172.0,0.0,240.91,139.799675,35.792901,139.791506,35.833945
t_20211107_4907128_1,-133720488#6_1,-72848061#0_1,DEFAULT_VEHTYPE,511.0,5191.53,75.0,0.0,150.66,606.0,5191.53,134.0,0.0,215.34,139.913516,35.899096,139.913414,35.863027
t_20211024_107761_1,244247240#19_0,892353066#8_0,DEFAULT_VEHTYPE,480.0,6201.7,64.0,0.0,100.1,483.0,6201.7,62.0,0.0,99.91,,,139.713827,35.901287
t_20211114_1196918_1,244247240#4_0,230280343#1_1,DEFAULT_VEHTYPE,127.0,941.73,54.0,0.0,69.3,129.0,941.73,53.0,0.0,65.7,139.758527,35.850355,139.748146,35.852188
t_20211010_4494769_1,119769989#1_1,891419992#2_1,DEFAULT_VEHTYPE,539.0,4884.19,138.0,0.0,239.47,543.0,4884.19,126.0,0.0,207.39,139.697846,35.920383,,
t_20211031_1056857_1,447675894#2_1,39027137#0_1,DEFAULT_VEHTYPE,410.0,4214.89,95.0,0.0,141.65,319.0,4211.44,34.0,0.0,65.19,139.833823,35.848157,139.869824,35.826958
t_20211107_3405962_1,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,325.0,6742.83,1.0,0.0,42.46,320.0,6742.83,3.0,0.0,42.01,139.756695,35.791589,139.756136,35.790789
t_20211024_2904884_1,-120162123#1_1,120162123#1_1,DEFAULT_VEHTYPE,125.0,1381.66,10.0,0.0,32.31,132.0,1381.66,1.0,0.0,22.89,139.732414,35.792314,139.732414,35.792314
t_20211107_1929668_1,755599334_0,260947905#59_0,DEFAULT_VEHTYPE,660.0,7234.63,117.0,0.0,193.63,649.0,7234.63,130.0,0.0,208.21,139.846575,35.844183,139.781227,35.860697
t_20211024_2259755_1,61785143#2_1,591306001_1,DEFAULT_VEHTYPE,458.0,4039.92,145.0,0.0,234.75,547.0,4039.92,208.0,0.0,323.68,139.881162,35.851001,139.848442,35.854425
t_20211017_939508_1,-290524679#6_1,871548258#2_1,DEFAULT_VEHTYPE,376.0,2968.19,132.0,0.0,201.74,379.0,2968.1,122.0,0.0,185.87,,,139.817043,35.884389
t_20211107_4246585_1,101977361#2_1,56409286#6_1,DEFAULT_VEHTYPE,303.0,2230.58,85.0,0.0,135.17,288.0,2230.58,82.0,0.0,138.89,139.783803,35.792834,139.801829,35.792807
t_20211128_1112478_2,581036396#1_1,80095197#4_1,DEFAULT_VEHTYPE,193.0,2269.05,24.0,0.0,56.51,194.0,2269.05,22.0,0.0,56.86,139.846697,35.815682,139.857211,35.834464
t_20211010_1064281_12,-102695241#0_1,-223489476#2_1,DEFAULT_VEHTYPE,233.0,2155.96,39.0,0.0,99.78,241.0,2155.96,38.0,0.0,123.36,139.698212,35.801073,139.716122,35.79429
t_20211107_1111831_1,651357266#0_0,120046913#2_1,truck,116.0,1368.33,0.0,0.0,27.78,114.0,1368.33,0.0,0.0,27.22,139.846637,35.99478,139.837336,35.996105
t_20211010_1368514_4,797365203#9_0,672627707#1_1,DEFAULT_VEHTYPE,68.0,783.76,0.0,0.0,12.86,72.0,783.76,0.0,0.0,11.75,,,139.792739,35.828574
t_20211010_3571029_1,248174349_0,127199257#1_1,DEFAULT_VEHTYPE,374.0,3256.8,72.0,0.0,156.44,553.0,3589.78,163.0,0.0,291.89,139.693765,35.845376,139.696318,35.825007
t_20211031_5051120_1,1019666874#3_1,1019675070_1,DEFAULT_VEHTYPE,264.0,2320.88,70.0,0.0,129.48,358.0,2320.88,117.0,0.0,166.31,139.752097,35.792304,139.730623,35.794833
t_20211024_2769111_1,-162056963#6_1,-100827870#1_1,DEFAULT_VEHTYPE,150.0,1496.62,0.0,0.0,22.5,155.0,1496.62,5.0,0.0,32.36,139.696625,35.816038,139.696969,35.80417
t_20211003_323713_77,120273887#1_1,120273844#1_1,truck,60.0,575.09,0.0,0.0,13.81,58.0,575.09,0.0,0.0,15.99,,,139.697652,36.007235
t_20211121_3219466_4,128194491_1,229626861#3_1,DEFAULT_VEHTYPE,276.0,2245.56,37.0,0.0,83.92,269.0,2245.56,66.0,0.0,123.89,,,,
t_20211010_700720_4,223489476#1_1,-223489476#1_1,truck,141.0,1496.74,6.0,0.0,39.72,183.0,1496.74,38.0,0.0,69.44,139.719602,35.793266,139.719602,35.793266
t_20211003_2625936_1,-101187781#3_1,128008526#1_1,DEFAULT_VEHTYPE,471.0,2509.06,223.0,0.0,298.77,477.0,2509.06,218.0,0.0,291.84,139.696799,35.814296,,
t_20211003_991965_1,128194491_1,229626861#3_1,DEFAULT_VEHTYPE,233.0,2245.56,7.0,0.0,59.92,248.0,2245.56,0.0,0.0,38.8,,,,
t_20211031_234866_2,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,119.0,994.35,0.0,0.0,16.22,112.0,1160.31,5.0,0.0,26.37,139.719602,35.793266,139.719602,35.793266
t_20211003_137125_7,120273887#1_1,120273844#1_1,DEFAULT_VEHTYPE,58.0,578.83,0.0,0.0,14.0,60.0,577.67,0.0,0.0,11.01,,,139.697652,36.007235
t_20211128_632214_1,-156947105#9_1,101641329#0_1,DEFAULT_VEHTYPE,341.0,2004.04,128.0,0.0,181.32,344.0,2004.04,125.0,0.0,179.95,139.696035,35.864923,139.695188,35.853788
t_20211128_2012136_1,-315596127#3_1,-802059268#2_1,DEFAULT_VEHTYPE,346.0,2495.56,122.0,0.0,177.02,356.0,2495.56,104.0,0.0,150.5,139.792065,35.88523,,
t_20211114_4533635_1,275820271#1_1,58610490#3_1,DEFAULT_VEHTYPE,183.0,2077.34,14.0,0.0,50.97,174.0,2077.34,34.0,0.0,71.08,139.770262,35.801597,139.770096,35.801603
t_20211031_1205731_1,44424772#3_1,-1188207865#3_1,truck,85.0,807.59,9.0,0.0,27.42,82.0,807.59,11.0,0.0,30.7,139.748828,35.793084,139.742513,35.792281
t_20211024_427470_1,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,113.0,994.35,0.0,0.0,22.95,106.0,1160.31,0.0,0.0,25.59,139.719602,35.793266,139.719602,35.793266
t_20211010_1114266_6,-226155533#1_1,1219265277_1,DEFAULT_VEHTYPE,59.0,631.16,0.0,0.0,10.6,58.0,631.16,0.0,0.0,10.08,139.76064,35.800251,139.759923,35.795116
t_20211017_626731_1,-120273844#1_1,277743732#1_1,DEFAULT_VEHTYPE,53.0,582.47,0.0,0.0,15.15,54.0,578.46,0.0,0.0,14.63,139.697652,36.007235,,
t_20211003_592101_1,102647400#2_1,-102695201#0_1,DEFAULT_VEHTYPE,653.0,5716.7,185.0,0.0,306.56,848.0,5716.7,246.0,0.0,356.22,139.763482,35.796033,139.707391,35.79686
t_20211010_3672760_1,651497828#1_0,-119617171#1_1,DEFAULT_VEHTYPE,155.0,1352.68,42.0,0.0,67.37,158.0,1352.68,42.0,0.0,67.31,139.695701,35.941989,139.706379,35.945985
t_20211003_925726_1,82578193#1_1,-138708219_1,DEFAULT_VEHTYPE,63.0,603.58,0.0,0.0,9.75,55.0,603.58,0.0,0.0,8.59,139.850954,35.839479,139.845312,35.836934
t_20211010_476174_1,-396031661#2_1,819169272#4_1,DEFAULT_VEHTYPE,404.0,3317.42,70.0,0.0,121.1,317.0,3317.42,0.0,0.0,86.57,139.914003,35.85654,139.913706,35.874443
t_20211024_3144545_1,-378380163#12_1,56396348#0_1,DEFAULT_VEHTYPE,378.0,2540.56,114.0,0.0,191.19,373.0,2540.56,151.0,0.0,205.37,,,139.801878,35.798244
t_20211003_2273179_1,951328431#4_0,472274826#0_1,DEFAULT_VEHTYPE,436.0,4685.45,99.0,0.0,167.3,519.0,4685.97,116.0,0.0,180.09,139.827366,35.876451,139.844584,35.844463
t_20211017_5030268_1,225073547#8_1,127188132#4_1,DEFAULT_VEHTYPE,283.0,1732.49,126.0,0.0,172.72,283.0,1732.49,125.0,0.0,171.44,139.743969,35.826163,,
t_20211017_1953009_1,-102695241#0_1,-223489476#1_1,DEFAULT_VEHTYPE,283.0,2546.29,57.0,0.0,105.02,293.0,2492.44,63.0,0.0,121.67,139.698212,35.801073,139.719602,35.793266
t_20211031_391019_2,119770963_1,-119770963_1,DEFAULT_VEHTYPE,61.0,629.14,0.0,0.0,15.34,55.0,629.14,0.0,0.0,12.78,139.695901,35.899227,139.695901,35.899227
t_20211024_105049_1,-691260517#2_1,-101358181#16_1,DEFAULT_VEHTYPE,233.0,1659.19,88.0,0.0,126.6,323.0,1636.73,166.0,0.0,214.77,,,139.76266,35.792922
t_20211024_5105969_1,333682724#7_1,-101977419#2_1,truck,207.0,1694.65,38.0,0.0,89.6,259.0,1694.65,78.0,0.0,135.16,,,139.793346,35.792872
t_20211017_2794324_8,102695201#0_1,-1188207865#3_1,DEFAULT_VEHTYPE,417.0,3656.72,72.0,0.0,124.16,429.0,3656.72,79.0,0.0,168.49,139.707391,35.79686,139.742513,35.792281
t_20211017_4643584_1,-475451377#55_1,-642815750#1_1,DEFAULT_VEHTYPE,277.0,2390.47,63.0,0.0,106.49,212.0,2390.47,7.0,0.0,43.33,139.905219,35.916747,139.885424,35.928
t_20211003_3835512_1,868173009#2_1,-102299896#0_1,DEFAULT_VEHTYPE,633.0,5498.27,165.0,0.0,266.18,636.0,5498.26,153.0,0.0,258.13,139.793313,35.877032,139.801445,35.83311
t_20211003_1411019_16,48390571#2_1,-128182111#16_1,DEFAULT_VEHTYPE,425.0,3787.68,111.0,0.0,196.48,425.0,3787.68,117.0,0.0,211.55,139.828226,35.793098,139.852536,35.81392
t_20211024_459155_1,-119314734#1_1,-378600191#0_1,DEFAULT_VEHTYPE,389.0,5425.55,38.0,0.0,95.74,512.0,5536.25,52.0,0.0,118.17,,,139.741346,36.008226
t_20211003_137364_2,-120955758#9_1,-120955775_1,DEFAULT_VEHTYPE,197.0,1771.92,33.0,0.0,55.18,259.0,1771.92,79.0,0.0,106.77,139.89389,36.009312,139.910886,36.005199
