id,departLane,arrivalLane,vType,step1_duration,step1_routeLength,step1_waitingTime,step1_stopTime,step1_timeLoss,step4_duration,step4_routeLength,step4_waitingTime,step4_stopTime,step4_timeLoss,depart_lon,depart_lat,arrival_lon,arrival_lat
t_20211017_3462365_2,120956713#0_1,120955715_1,DEFAULT_VEHTYPE,85.0,831.73,0.0,0.0,9.48,72.0,831.73,0.0,0.0,9.95,139.906718,36.009461,139.908149,36.008692
t_20211017_2169582_1,-1149389048.72_1,138708643#3_1,DEFAULT_VEHTYPE,255.0,3163.23,37.0,0.0,74.94,255.0,3163.23,30.0,0.0,68.45,139.86636,35.829688,139.876836,35.804911
t_20211121_3026023_1,-120162123#1_1,-1188207865#3_1,DEFAULT_VEHTYPE,216.0,2029.75,44.0,0.0,76.12,220.0,2029.75,42.0,0.0,71.43,139.732414,35.792314,139.742513,35.792281
t_20211017_171162_1,71762453#0_1,889998853#1_1,DEFAULT_VEHTYPE,557.0,9988.42,1.0,0.0,81.61,559.0,9988.42,23.0,0.0,112.37,139.862778,35.839179,139.913469,35.89145
t_20211003_451300_73,-277743732#1_1,119615045#1_1,truck,467.0,3598.35,117.0,0.0,205.63,460.0,3598.35,114.0,0.0,199.35,,,139.694805,35.976518
t_20211128_938472_2,223489476#1_1,-100827870#1_1,DEFAULT_VEHTYPE,409.0,3355.46,80.0,0.0,144.06,357.0,3355.46,61.0,0.0,161.38,139.719602,35.793266,139.696969,35.80417
t_20211024_1232620_2,1258959593_1,-751134599#5_1,DEFAULT_VEHTYPE,59.0,838.8,0.0,0.0,11.88,78.0,838.8,0.0,0.0,12.88,,,,
t_20211107_4166506_8,-102695241#0_1,-223489476#1_1,DEFAULT_VEHTYPE,310.0,2492.44,67.0,0.0,113.28,300.0,2492.44,76.0,0.0,119.31,139.698212,35.801073,139.719602,35.793266
t_20211003_3872878_1,124963754#0_1,-156805555#2_1,DEFAULT_VEHTYPE,147.0,1305.61,1.0,0.0,24.35,136.0,1305.61,14.0,0.0,36.03,139.696028,35.876271,139.696416,35.867772
t_20211003_568558_1,223489476#1_1,-100827870#1_1,truck,383.0,3353.36,79.0,0.0,160.81,373.0,3353.36,90.0,0.0,164.49,139.719602,35.793266,139.696969,35.80417
t_20211017_4501302_1,-819169272#4_1,-72848061#0_1,DEFAULT_VEHTYPE,256.0,2716.44,27.0,0.0,53.81,315.0,2716.44,63.0,0.0,96.96,139.913706,35.874443,139.913414,35.863027
t_20211017_301006_1,-277743732#1_1,119615131#0_1,DEFAULT_VEHTYPE,678.0,5684.7,135.0,0.0,251.22,615.0,5684.7,113.0,0.0,237.39,,,139.694109,35.960774
t_20211024_172503_1,223489476#2_1,102695241#0_1,DEFAULT_VEHTYPE,217.0,2043.16,30.0,0.0,59.52,239.0,2165.15,38.0,0.0,91.12,139.716122,35.79429,139.698212,35.801073
t_20211017_536063_1,120112489#0_1,120112478#2_1,DEFAULT_VEHTYPE,164.0,1419.61,40.0,0.0,69.22,172.0,1419.61,32.0,0.0,57.28,,,139.82347,35.793004
t_20211003_684084_1,-58473437#28_1,58473437#28_1,DEFAULT_VEHTYPE,111.0,649.81,31.0,0.0,56.27,105.0,649.81,31.0,0.0,55.17,139.720133,36.007946,139.720133,36.007946
t_20211121_3259448_1,102640242#5_1,44351425#7_0,DEFAULT_VEHTYPE,541.0,12228.43,10.0,0.0,57.62,568.0,12228.43,9.0,0.0,58.13,139.727795,35.886414,139.756136,35.790789
t_20211114_951721_9,223489476#1_1,-100827870#1_1,truck,376.0,3353.36,75.0,0.0,152.9,368.0,3353.36,79.0,0.0,148.55,139.719602,35.793266,139.696969,35.80417
t_20211031_4039328_1,-945670751#0_1,-138706883#3_1,DEFAULT_VEHTYPE,295.0,2437.82,80.0,0.0,117.17,314.0,2437.82,68.0,0.0,105.2,,,,
t_20211017_4733071_1,1169288440_1,119615131#0_1,DEFAULT_VEHTYPE,571.0,4898.02,104.0,0.0,288.0,570.0,4898.02,84.0,0.0,201.95,139.693753,35.994726,139.694109,35.960774
t_20211010_1014550_9,961206067#2_1,-693307001#11_1,DEFAULT_VEHTYPE,505.0,3516.4,153.0,0.0,245.0,505.0,3516.4,156.0,0.0,250.61,139.770036,35.792555,139.79787,35.796746
t_20211024_3954813_1,124963612#5_1,-119771873_1,DEFAULT_VEHTYPE,390.0,4843.71,8.0,0.0,81.76,534.0,4843.71,47.0,0.0,120.45,139.696068,35.873972,139.696069,35.897045
t_20211003_977889_1,-124963627#0_1,687435423#6_2,DEFAULT_VEHTYPE,435.0,4037.08,112.0,0.0,191.42,435.0,4037.08,104.0,0.0,181.57,139.696168,35.882686,139.696991,35.854296
t_20211024_599780_1,783800520#0_1,120038808#11_1,DEFAULT_VEHTYPE,145.0,1625.82,0.0,0.0,17.23,134.0,1625.82,0.0,0.0,16.28,139.911965,35.938245,139.912851,35.928277
t_20211121_890280_1,-890891589#12_1,-148820753#19_1,DEFAULT_VEHTYPE,510.0,4546.2,158.0,0.0,240.02,503.0,4546.2,185.0,0.0,270.51,139.832832,35.827702,139.861174,35.79977
t_20211121_4396502_1,-891425587#2_1,-119614880#2_1,DEFAULT_VEHTYPE,279.0,2467.59,40.0,0.0,104.87,274.0,2467.59,41.0,0.0,102.4,139.694231,35.966647,139.694326,35.983421
t_20211010_459662_1,-22748930#0_1,-580835182#15_1,DEFAULT_VEHTYPE,257.0,2018.04,88.0,0.0,131.75,260.0,2018.04,74.0,0.0,111.3,139.91424,35.811726,139.91419,35.824612
t_20211003_1153356_3,1188207865#3_1,997814886#2_1,truck,223.0,1926.21,50.0,0.0,95.08,223.0,1926.21,50.0,0.0,98.2,139.742513,35.792281,139.757463,35.792432
t_20211128_747591_1,-893581524#10_1,1277705896#4_0,truck,157.0,1337.04,27.0,0.0,56.77,149.0,1337.04,29.0,0.0,55.58,139.715938,35.91568,,
t_20211024_2296649_1,846888239#0_0,229479218#2_1,DEFAULT_VEHTYPE,605.0,5868.15,175.0,0.0,269.83,519.0,5868.15,95.0,0.0,191.25,139.826026,35.783091,139.801824,35.792884
t_20211024_3262077_8,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,341.0,6742.83,0.0,0.0,37.16,310.0,6742.83,0.0,0.0,35.69,139.756695,35.791589,139.756136,35.790789
t_20211024_239174_1,333682724#6_1,-237801838#0_1,DEFAULT_VEHTYPE,131.0,852.1,43.0,0.0,68.68,130.0,852.1,44.0,0.0,71.9,,,139.784779,35.792966
t_20211031_1605842_1,846888239#0_0,492909459_0,DEFAULT_VEHTYPE,506.0,14568.18,0.0,0.0,60.84,515.0,14568.18,0.0,0.0,60.73,139.826026,35.783091,139.912018,35.887453
t_20211017_413531_4,223489476#1_1,-100827870#1_1,truck,381.0,3353.36,94.0,0.0,174.17,377.0,3353.36,96.0,0.0,175.35,139.719602,35.793266,139.696969,35.80417
t_20211128_1112478_3,60049952#3_1,290522434#1_1,DEFAULT_VEHTYPE,79.0,757.32,4.0,0.0,21.28,79.0,757.32,7.0,0.0,23.54,139.870465,35.844025,139.875018,35.849961
t_20211024_3496122_6,846888239#0_0,819169272#4_1,DEFAULT_VEHTYPE,615.0,15438.54,0.0,0.0,83.76,703.0,15438.54,31.0,0.0,128.11,139.826026,35.783091,139.913706,35.874443
t_20211107_134285_1,378317388#32_0,-690955064#29_1,DEFAULT_VEHTYPE,337.0,2692.93,107.0,0.0,173.79,344.0,2692.93,94.0,0.0,159.69,139.735009,35.863537,139.756179,35.851223
t_20211121_1064824_2,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,111.0,994.35,4.0,0.0,24.47,107.0,1160.31,0.0,0.0,20.24,139.719602,35.793266,139.719602,35.793266
t_20211017_1006448_8,223489476#1_1,-100827870#1_1,DEFAULT_VEHTYPE,379.0,3355.46,92.0,0.0,179.68,434.0,3355.46,124.0,0.0,205.98,139.719602,35.793266,139.696969,35.80417
t_20211003_1572040_1,-101358181#4_1,102647405#7_1,DEFAULT_VEHTYPE,263.0,1590.53,100.0,0.0,134.6,167.0,1678.41,45.0,0.0,70.3,139.768024,35.792528,139.770311,35.803595
t_20211010_1118250_2,223489476#1_1,-223489476#1_1,truck,126.0,1496.74,0.0,0.0,27.63,137.0,1496.74,0.0,0.0,25.6,139.719602,35.793266,139.719602,35.793266
t_20211017_724978_6,312362938#56_0,260947905#2_1,DEFAULT_VEHTYPE,93.0,605.37,40.0,0.0,51.56,91.0,605.37,44.0,0.0,54.06,139.770059,35.911798,139.770157,35.911783
t_20211003_4830546_3,605105364#3_1,233696887#1_1,DEFAULT_VEHTYPE,69.0,541.62,6.0,0.0,19.18,93.0,557.62,42.0,0.0,51.84,139.695004,35.908113,139.694932,35.908121
t_20211024_837702_1,-899867769#4_1,-326224748#3_1,DEFAULT_VEHTYPE,596.0,7632.08,54.0,0.0,114.54,599.0,7632.08,5.0,0.0,65.01,139.72315,35.88817,,
t_20211024_3910533_1,-133720488#6_1,-137066290#0_1,DEFAULT_VEHTYPE,304.0,1918.51,87.0,0.0,168.22,220.0,1900.49,73.0,0.0,112.84,139.913516,35.899096,139.913189,35.88487
t_20211010_4928982_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,88.0,632.69,5.0,0.0,41.61,65.0,632.69,0.0,0.0,24.04,139.693765,35.845376,139.693832,35.845174
t_20211010_2099861_1,-119605145#7_1,-119607721#4_1,DEFAULT_VEHTYPE,161.0,1407.95,41.0,0.0,59.16,166.0,1407.95,29.0,0.0,49.23,139.694712,35.93963,139.694952,35.930509
t_20211017_283262_1,135978682#3_1,-120158977#5_1,DEFAULT_VEHTYPE,532.0,3649.11,115.0,0.0,188.08,421.0,3649.11,103.0,0.0,172.46,139.803249,35.82509,,
t_20211003_316873_1,651357705_0,475429160#2_0,truck,112.0,1022.04,22.0,0.0,47.8,114.0,1022.04,22.0,0.0,47.82,139.847277,35.994395,139.836456,35.995664
t_20211107_2018246_1,44420766#4_0,44351425#7_0,DEFAULT_VEHTYPE,506.0,12094.96,24.0,0.0,77.48,531.0,12094.96,0.0,0.0,52.47,139.693027,35.845145,139.756136,35.790789
t_20211010_3797674_1,681638687#58_0,-119305532#2_1,DEFAULT_VEHTYPE,210.0,1518.99,78.0,0.0,113.72,217.0,1518.99,67.0,0.0,100.14,139.768081,35.970238,139.780266,35.971002
t_20211114_2717658_3,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,84.0,632.69,6.0,0.0,37.35,66.0,632.69,0.0,0.0,19.07,139.693765,35.845376,139.693832,35.845174
t_20211010_2762008_1,249861115#0_1,-101187695#12_1,DEFAULT_VEHTYPE,258.0,2314.31,64.0,0.0,110.11,245.0,2314.31,77.0,0.0,118.87,139.737443,35.820275,139.74185,35.80509
t_20211010_476174_2,-137066379#4_1,-137066290#0_1,DEFAULT_VEHTYPE,131.0,1165.39,22.0,0.0,51.23,127.0,1165.39,18.0,0.0,40.54,139.913107,35.88086,139.913189,35.88487
t_20211017_154466_1,120162185#2_1,44351425#7_0,truck,711.0,7006.68,183.0,0.0,331.23,717.0,7006.68,194.0,0.0,320.64,139.744744,35.792679,139.756136,35.790789
t_20211114_4622671_2,128194491_1,484316498_1,DEFAULT_VEHTYPE,260.0,2807.12,0.0,0.0,42.32,349.0,2807.12,70.0,0.0,125.96,,,139.836357,35.793189
t_20211114_112326_25,-120955715_1,100976223#1_1,DEFAULT_VEHTYPE,81.0,1018.28,0.0,0.0,6.78,80.0,1018.28,0.0,0.0,6.77,139.908149,36.008692,139.911898,35.99996
t_20211128_858357_1,763317884#1_0,288132111#0_0,DEFAULT_VEHTYPE,384.0,3019.99,168.0,0.0,220.44,384.0,3019.99,109.0,0.0,151.08,139.734204,35.849681,139.738092,35.822909
t_20211128_637910_1,-165303212_1,609841414#3_0,DEFAULT_VEHTYPE,318.0,3149.54,65.0,0.0,140.7,318.0,3149.54,35.0,0.0,99.58,139.894811,35.793311,139.875521,35.810812
t_20211121_857836_4,-233696887#0_1,-119607760#0_1,DEFAULT_VEHTYPE,301.0,4178.93,0.0,0.0,54.52,357.0,4178.93,0.0,0.0,38.81,139.694946,35.908973,139.694952,35.930509
t_20211114_356722_18,128194491_1,1149389055#1.33_0,DEFAULT_VEHTYPE,656.0,5078.07,173.0,0.0,277.11,462.0,5078.07,94.0,0.0,187.79,,,139.866868,35.829768
t_20211031_3589900_1,-119502332#17_1,-907675683#0_1,DEFAULT_VEHTYPE,442.0,3692.47,124.0,0.0,192.06,535.0,3692.47,194.0,0.0,262.25,139.738786,35.974019,,
t_20211024_872894_5,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,104.0,994.35,0.0,0.0,17.42,106.0,994.35,0.0,0.0,16.41,139.719602,35.793266,139.719602,35.793266
t_20211010_4140693_1,564630322_1,651497890_1,DEFAULT_VEHTYPE,339.0,2914.09,106.0,0.0,185.55,322.0,2914.09,123.0,0.0,186.35,,,139.695056,35.941775
t_20211024_463297_1,-591535747_1,31408779#12_1,DEFAULT_VEHTYPE,591.0,5594.29,102.0,0.0,182.03,458.0,5594.29,82.0,0.0,147.3,,,139.913511,35.890311
t_20211024_625487_1,-43419676#7_1,579798169#11_1,DEFAULT_VEHTYPE,240.0,1877.58,91.0,0.0,123.08,298.0,1877.58,133.0,0.0,167.68,139.868656,35.842814,139.878249,35.831155
t_20211114_850368_2,914045913#2_1,-378378929#4_1,DEFAULT_VEHTYPE,609.0,5789.43,146.0,0.0,250.69,608.0,5789.43,172.0,0.0,283.63,139.787795,35.81421,139.843498,35.812498
t_20211107_1554181_1,475877661#13_1,123537613#0_0,DEFAULT_VEHTYPE,383.0,3717.94,31.0,0.0,99.6,383.0,3717.69,47.0,0.0,111.72,139.855866,35.903705,139.826932,35.893238
t_20211003_1151389_1,-802330451#26_1,-802330451#12_1,DEFAULT_VEHTYPE,159.0,1175.57,48.0,0.0,73.72,158.0,1175.57,49.0,0.0,75.96,139.765768,35.896035,139.753488,35.893612
t_20211010_2123592_1,426156937#0_1,-426156937#0_1,DEFAULT_VEHTYPE,112.0,1809.77,0.0,0.0,12.84,116.0,1809.77,0.0,0.0,14.56,139.91074,35.988906,139.91074,35.988906
t_20211121_239309_1,961188422#2_1,-1188207865#3_1,DEFAULT_VEHTYPE,283.0,2348.52,78.0,0.0,126.98,285.0,2348.52,64.0,0.0,114.95,139.761043,35.799064,139.742513,35.792281
t_20211017_3918989_1,28185646#2_1,229142916#20_1,DEFAULT_VEHTYPE,447.0,3654.95,122.0,0.0,194.81,293.0,3654.95,15.0,0.0,64.27,,,139.699006,35.983288
t_20211128_791715_1,31408774_0,-133720482#5_1,DEFAULT_VEHTYPE,425.0,4747.87,73.0,0.0,135.38,523.0,4801.63,83.0,0.0,162.64,139.912159,35.887376,139.913553,35.893046
t_20211024_3704027_1,101977361#2_1,-101977419#2_1,DEFAULT_VEHTYPE,215.0,1490.43,57.0,0.0,113.96,221.0,1490.43,62.0,0.0,120.46,139.783803,35.792834,139.793346,35.792872
t_20211017_938014_1,31090808#2_0,651354806#2_0,DEFAULT_VEHTYPE,156.0,1663.67,6.0,0.0,29.98,151.0,1663.67,7.0,0.0,29.83,139.837344,35.996058,139.847277,35.994395
t_20211107_432704_2,-102695241#0_1,-100827870#1_1,DEFAULT_VEHTYPE,177.0,1693.74,33.0,0.0,62.66,185.0,1693.74,22.0,0.0,48.88,139.698212,35.801073,139.696969,35.80417
t_20211114_750854_14,-120273844#1_1,277743732#1_1,truck,74.0,580.37,11.0,0.0,33.96,57.0,576.36,0.0,0.0,16.16,139.697652,36.007235,,
t_20211031_3962756_1,1199150818#1_0,101971032_1,DEFAULT_VEHTYPE,377.0,5104.79,71.0,0.0,122.48,376.0,5104.79,85.0,0.0,138.67,139.855301,35.831548,,
t_20211003_2455386_1,961492228#0_1,687435406#1_1,DEFAULT_VEHTYPE,332.0,2294.63,150.0,0.0,196.14,333.0,2294.63,132.0,0.0,176.32,139.721452,35.863431,139.699167,35.853603
t_20211010_1048080_3,-156953315#3_1,28184296#11_0,DEFAULT_VEHTYPE,510.0,6325.86,35.0,0.0,106.68,619.0,6325.86,81.0,0.0,156.56,139.76768,36.00834,139.792752,35.976407
t_20211003_2447367_1,-961447773#4_1,799537528_1,DEFAULT_VEHTYPE,367.0,3235.36,120.0,0.0,149.66,376.0,3235.36,97.0,0.0,125.91,,,139.717068,35.849594
t_20211121_3665646_4,120878522#36_0,971135636#1_1,DEFAULT_VEHTYPE,271.0,2141.43,95.0,0.0,140.67,271.0,2141.43,86.0,0.0,134.23,139.760056,35.821394,139.760391,35.80224
t_20211010_1390132_1,119607721#4_1,119601982#0_1,DEFAULT_VEHTYPE,670.0,6882.51,45.0,0.0,118.88,659.0,6882.51,166.0,0.0,250.71,139.694952,35.930509,139.741015,35.895871
t_20211024_385792_1,581868723#1_0,732836002#1_1,DEFAULT_VEHTYPE,473.0,5197.38,124.0,0.0,177.5,403.0,5197.38,76.0,0.0,122.99,139.870584,35.825496,139.824573,35.849794
t_20211010_2502118_1,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,321.0,6742.83,0.0,0.0,37.51,310.0,6742.83,0.0,0.0,44.15,139.756695,35.791589,139.756136,35.790789
t_20211107_352822_1,-34049070#6_1,84283268#5_1,DEFAULT_VEHTYPE,81.0,891.35,9.0,0.0,24.68,81.0,891.35,9.0,0.0,24.65,139.914024,35.799262,139.91391,35.79519
t_20211121_1084944_7,-102695241#0_1,-223489476#2_1,DEFAULT_VEHTYPE,252.0,2155.96,48.0,0.0,118.3,262.0,2155.96,73.0,0.0,116.81,139.698212,35.801073,139.716122,35.79429
t_20211010_1955597_3,-120273844#1_1,-120273887#1_1,truck,69.0,574.73,2.0,0.0,28.36,59.0,576.36,0.0,0.0,17.47,139.697652,36.007235,,
t_20211121_4011977_1,72848061#0_1,819169272#4_1,DEFAULT_VEHTYPE,396.0,3467.54,92.0,0.0,150.67,396.0,3467.54,93.0,0.0,148.24,139.913414,35.863027,139.913706,35.874443
t_20211024_1647173_1,-355258486#2_1,-617895492#13_1,DEFAULT_VEHTYPE,184.0,809.88,90.0,0.0,119.32,185.0,809.88,84.0,0.0,113.04,139.809558,35.813055,139.815749,35.810519
t_20211121_4900123_4,-819169272#4_1,-53638243#2_1,DEFAULT_VEHTYPE,688.0,6150.99,238.0,0.0,355.75,780.0,6150.99,217.0,0.0,326.46,139.913706,35.874443,139.914179,35.836851
t_20211003_543284_16,378600191#0_1,156953315#3_1,DEFAULT_VEHTYPE,514.0,4955.34,120.0,0.0,197.66,412.0,4955.34,67.0,0.0,141.01,139.741346,36.008226,139.76768,36.00834
t_20211024_1057516_1,-1000026116#0_1,119614996#6_1,DEFAULT_VEHTYPE,287.0,2237.11,84.0,0.0,135.0,282.0,2237.11,65.0,0.0,113.74,139.694132,35.949071,139.694231,35.966647
t_20211017_4732695_3,101358181#7_1,-934882309#1_1,DEFAULT_VEHTYPE,562.0,4301.23,195.0,0.0,272.53,651.0,4301.23,274.0,0.0,375.82,139.76782,35.792539,,
t_20211121_4192164_1,34062034#4_0,226946560#4_0,DEFAULT_VEHTYPE,726.0,7994.24,179.0,0.0,271.86,728.0,7994.24,174.0,0.0,259.21,139.741193,35.900182,139.791856,35.940756
t_20211024_1746609_9,438367202#0_0,-286705999#1_1,DEFAULT_VEHTYPE,497.0,5987.93,113.0,0.0,168.69,493.0,5987.93,156.0,0.0,227.45,139.756695,35.791589,139.734205,35.832025
t_20211003_661509_1,31408774_0,492909459_0,DEFAULT_VEHTYPE,353.0,4713.92,7.0,0.0,57.67,356.0,4713.92,20.0,0.0,76.11,139.912159,35.887376,139.912018,35.887453
t_20211017_3599187_1,1148810592#18_1,-127193441#2_1,DEFAULT_VEHTYPE,297.0,2693.43,99.0,0.0,151.02,317.0,2693.43,90.0,0.0,126.41,,,139.735421,35.840453
t_20211003_1208743_1,-120298207#9_1,-442675830#4_1,DEFAULT_VEHTYPE,98.0,1187.71,8.0,0.0,25.66,106.0,1187.71,9.0,0.0,26.25,,,,
t_20211017_4257572_1,163211935#2_1,102819800#12_1,DEFAULT_VEHTYPE,75.0,842.56,0.0,0.0,12.01,71.0,842.56,0.0,0.0,12.34,,,139.72146,35.863523
t_20211128_3837834_5,44420766#4_0,984899390_0,DEFAULT_VEHTYPE,562.0,16423.22,0.0,0.0,30.68,597.0,16423.21,0.0,0.0,32.69,139.693027,35.845145,139.865022,35.83137
t_20211010_2141527_1,314943855#3_0,314943855#11_0,DEFAULT_VEHTYPE,160.0,1214.84,73.0,0.0,94.29,162.0,1214.84,71.0,0.0,91.19,139.823284,35.850046,139.809411,35.851197
t_20211024_3143131_1,28186394#11_1,-860054591#15_1,DEFAULT_VEHTYPE,209.0,1850.35,54.0,0.0,88.11,111.0,1850.35,0.0,0.0,20.69,139.802201,35.848923,139.807477,35.832788
t_20211017_119423_1,61186532#0_1,-128194491_1,DEFAULT_VEHTYPE,447.0,4813.97,29.0,0.0,122.03,661.0,4823.01,119.0,0.0,208.53,,,,
t_20211010_1018830_1,120878522#34_0,-120158945#7_1,DEFAULT_VEHTYPE,592.0,4241.68,280.0,0.0,367.53,593.0,4241.68,271.0,0.0,355.75,139.760009,35.82268,139.769545,35.792587
t_20211010_1613285_1,127199214#1_1,243877276#1_0,DEFAULT_VEHTYPE,333.0,3154.55,68.0,0.0,125.32,405.0,3154.55,106.0,0.0,171.08,139.70557,35.82649,139.693832,35.845174
t_20211010_644020_2,-120273844#1_1,-120273887#1_1,truck,60.0,576.36,0.0,0.0,15.32,60.0,576.36,0.0,0.0,18.69,139.697652,36.007235,,
t_20211010_213455_1,-113387317#24_1,875663149#2_1,DEFAULT_VEHTYPE,472.0,5325.77,59.0,0.0,117.72,476.0,5325.77,55.0,0.0,113.76,139.805288,35.963048,,
t_20211107_726360_10,229626862#0_1,620511925#2_1,DEFAULT_VEHTYPE,435.0,4649.7,56.0,0.0,138.66,520.0,4649.7,147.0,0.0,234.58,139.842889,35.793269,139.879037,35.793062
t_20211024_3569149_2,101764677#0_1,243877276#1_0,DEFAULT_VEHTYPE,353.0,2956.0,89.0,0.0,169.46,352.0,2956.0,81.0,0.0,146.83,139.696638,35.829779,139.693832,35.845174
t_20211107_170660_1,-1188761977_1,844528733#4_0,truck,576.0,4324.98,212.0,0.0,320.98,577.0,4324.98,207.0,0.0,315.85,,,139.777191,35.937647
t_20211003_537347_1,76201910#4_1,291905178#0_1,truck,186.0,1737.21,33.0,0.0,71.33,186.0,1737.21,38.0,0.0,78.06,139.880892,35.84618,139.86508,35.841963
t_20211114_2609262_1,-860037377#3_1,890899882#1_0,DEFAULT_VEHTYPE,566.0,3916.59,258.0,0.0,342.41,568.0,3916.59,246.0,0.0,331.12,139.816163,35.828002,,
t_20211128_508944_1,808277658#3_0,296185505_1,DEFAULT_VEHTYPE,276.0,2681.15,55.0,0.0,106.18,274.0,2681.15,58.0,0.0,109.04,139.879037,35.793062,139.859899,35.810228
t_20211024_155025_1,322223808#6_0,-987699257#5_1,DEFAULT_VEHTYPE,122.0,939.23,40.0,0.0,62.93,122.0,939.23,37.0,0.0,62.92,139.785886,35.931135,139.794192,35.931728
t_20211107_102080_1,-156954147#3_1,-472323987#18_1,DEFAULT_VEHTYPE,67.0,816.52,0.0,0.0,12.7,75.0,816.52,0.0,0.0,14.08,,,139.760597,36.005746
t_20211128_4138626_1,44420766#4_0,691260517#2_1,DEFAULT_VEHTYPE,709.0,12543.84,61.0,0.0,140.5,775.0,12543.84,173.0,0.0,258.36,139.693027,35.845145,,
t_20211017_702064_1,231934099_1,-666325023_1,DEFAULT_VEHTYPE,521.0,7077.76,59.0,0.0,116.14,552.0,7077.76,39.0,0.0,88.35,139.733616,35.855811,139.710218,35.90815
t_20211128_952817_1,-162056963#6_1,102695241#0_1,DEFAULT_VEHTYPE,424.0,2815.08,165.0,0.0,232.38,420.0,2815.08,153.0,0.0,238.04,139.696625,35.816038,139.698212,35.801073
t_20211121_4790753_1,-188161877#0_1,229626861#3_1,DEFAULT_VEHTYPE,392.0,4138.73,39.0,0.0,114.44,319.0,4138.73,0.0,0.0,79.59,139.878274,35.793135,,
t_20211024_862827_1,-819169272#4_1,43992701#2_0,DEFAULT_VEHTYPE,716.0,15335.2,0.0,0.0,93.08,750.0,15335.2,0.0,0.0,88.09,139.913706,35.874443,139.827324,35.787478
t_20211017_212242_2,-102695241#0_1,-100827870#1_1,DEFAULT_VEHTYPE,130.0,1693.74,0.0,0.0,25.14,194.0,1693.74,39.0,0.0,68.19,139.698212,35.801073,139.696969,35.80417
t_20211114_4217633_20,-102695241#0_1,128008526#1_1,DEFAULT_VEHTYPE,75.0,916.87,0.0,0.0,10.39,74.0,916.87,0.0,0.0,12.74,139.698212,35.801073,,
t_20211010_667142_1,-102695241#0_1,-223489476#1_1,DEFAULT_VEHTYPE,281.0,2378.88,36.0,0.0,79.12,285.0,2492.44,68.0,0.0,120.18,139.698212,35.801073,139.719602,35.793266
t_20211017_4807663_1,-33050698#11_1,-1092136811#1_1,DEFAULT_VEHTYPE,214.0,1999.16,39.0,0.0,71.1,213.0,1999.16,42.0,0.0,77.77,139.913929,35.85198,139.912393,35.866621
t_20211017_4853766_1,128194491_1,229626861#3_1,DEFAULT_VEHTYPE,192.0,2245.56,0.0,0.0,50.62,269.0,2245.56,72.0,0.0,123.55,,,,
t_20211010_352443_2,-120273844#1_1,-119614880#2_1,truck,437.0,3164.62,132.0,0.0,221.29,364.0,3149.09,40.0,0.0,164.95,139.697652,36.007235,139.694326,35.983421
t_20211114_606832_1,-162056963#6_1,102695241#0_1,DEFAULT_VEHTYPE,415.0,2815.08,149.0,0.0,219.67,410.0,2815.08,139.0,0.0,238.97,139.696625,35.816038,139.698212,35.801073
t_20211010_1508760_1,881492506#4_1,199575475#9_1,DEFAULT_VEHTYPE,311.0,2707.43,73.0,0.0,130.69,314.0,2707.42,69.0,0.0,132.3,139.797911,35.89433,139.787993,35.876375
t_20211114_614538_29,651384895#2_0,651420975_1,DEFAULT_VEHTYPE,273.0,2298.36,85.0,0.0,117.81,260.0,2298.36,105.0,0.0,131.9,139.793901,35.989595,139.76851,35.992676
t_20211010_3310850_3,846888239#0_0,1199150818#1_0,DEFAULT_VEHTYPE,584.0,11534.27,19.0,0.0,70.48,596.0,11534.27,13.0,0.0,71.0,139.826026,35.783091,139.847333,35.816243
t_20211128_422519_1,66993599#3_1,-744555677#49_1,DEFAULT_VEHTYPE,456.0,5957.2,40.0,0.0,103.04,459.0,5957.2,20.0,0.0,82.43,139.877664,35.853724,139.901995,35.896405
t_20211024_164759_1,796459853#51_0,1180047185#6_0,DEFAULT_VEHTYPE,74.0,1013.61,0.0,0.0,10.86,78.0,1013.61,0.0,0.0,12.07,139.788911,36.00691,139.788676,36.006973
t_20211107_3809122_1,1052374666#7_1,102422696#1_1,DEFAULT_VEHTYPE,183.0,1867.52,23.0,0.0,53.94,176.0,1867.52,23.0,0.0,60.32,,,139.781448,35.859332
t_20211010_4450587_1,783800520#0_1,120956466#2_1,DEFAULT_VEHTYPE,694.0,8439.48,113.0,0.0,257.0,793.0,8439.48,144.0,0.0,243.41,139.911965,35.938245,,
t_20211107_262679_1,651480526#2_0,119615131#0_1,DEFAULT_VEHTYPE,501.0,3512.49,209.0,0.0,281.0,410.0,3512.49,134.0,0.0,199.76,139.721856,35.95277,139.694109,35.960774
t_20211003_244027_1,475451377#55_1,-30686273#38_1,DEFAULT_VEHTYPE,216.0,1445.33,67.0,0.0,104.33,206.0,1445.33,79.0,0.0,124.9,139.905029,35.917067,,
t_20211017_782343_1,137065768#1_1,-1187211564#15_1,truck,93.0,1034.14,0.0,0.0,18.29,93.0,1034.14,0.0,0.0,21.85,139.913605,35.8896,,
