id,departLane,arrivalLane,vType,step1_duration,step1_routeLength,step1_waitingTime,step1_stopTime,step1_timeLoss,step4_duration,step4_routeLength,step4_waitingTime,step4_stopTime,step4_timeLoss
t_20211107_3353545_1,967414938_0,370061949#1_1,DEFAULT_VEHTYPE,135.00,834.00,51.00,0.00,71.66,133.00,834.00,60.00,0.00,83.07
t_20211017_2442124_1,-102695241#0_1,128008526#1_1,DEFAULT_VEHTYPE,88.00,916.87,0.00,0.00,26.44,86.00,916.87,0.00,0.00,13.59
t_20211031_2320018_1,120956713#0_1,120955715_1,DEFAULT_VEHTYPE,88.00,831.73,0.00,0.00,11.76,81.00,831.73,0.00,0.00,10.99
t_20211107_4754848_1,-1091810134#1_1,686779987#0_1,DEFAULT_VEHTYPE,287.00,2804.55,53.00,0.00,102.41,397.00,2804.55,105.00,0.00,164.02
t_20211024_884729_1,128008537#1_1,-223489476#1_1,DEFAULT_VEHTYPE,135.00,1262.45,26.00,0.00,49.49,129.00,1262.45,5.00,0.00,25.70
t_20211024_675873_1,-800405402#3_1,-1188207865#3_1,DEFAULT_VEHTYPE,157.00,1271.18,31.00,0.00,61.94,184.00,1271.18,25.00,0.00,51.36
t_20211031_347752_1,378317388#11_0,378317388#10_0,DEFAULT_VEHTYPE,155.00,2249.03,1.00,0.00,33.64,242.00,2249.03,49.00,0.00,79.13
t_20211024_202649_41,120273887#1_1,120273844#1_1,truck,79.00,576.73,12.00,0.00,36.44,117.00,575.57,38.00,0.00,73.97
t_20211128_4099428_1,-137028292#1_1,378376548#1_0,DEFAULT_VEHTYPE,79.00,741.13,0.00,0.00,18.07,86.00,741.13,0.00,0.00,15.10
t_20211107_1632208_1,33050698#12_1,686779987#0_1,DEFAULT_VEHTYPE,202.00,2316.35,6.00,0.00,38.84,200.00,2316.35,9.00,0.00,46.51
t_20211010_494684_3,120273887#1_1,120273844#1_1,truck,69.00,576.73,3.00,0.00,27.13,118.00,575.57,36.00,0.00,77.17
t_20211010_636964_1,137320755#2_1,30686274#23_1,DEFAULT_VEHTYPE,201.00,1652.89,35.00,0.00,71.60,212.00,1652.89,32.00,0.00,72.51
t_20211003_128557_18,120956847#1_1,-120956175#0_1,DEFAULT_VEHTYPE,197.00,2158.23,0.00,0.00,21.28,166.00,2158.23,0.00,0.00,21.85
t_20211107_4328281_1,128008526#2_1,-223489476#2_1,DEFAULT_VEHTYPE,168.00,1380.47,27.00,0.00,64.37,157.00,1380.47,14.00,0.00,55.15
t_20211128_168548_1,-31408779#12_1,624678474#3_1,DEFAULT_VEHTYPE,225.00,2543.22,0.00,0.00,28.50,223.00,2543.22,0.00,0.00,28.14
t_20211010_414509_6,-277743732#1_1,120273844#1_1,DEFAULT_VEHTYPE,68.00,577.67,7.00,0.00,22.83,115.00,577.67,27.00,0.00,64.59
t_20211024_447936_1,-120038808#11_1,-120048985#1_1,DEFAULT_VEHTYPE,223.00,2345.59,0.00,0.00,29.43,231.00,2345.59,0.00,0.00,30.54
t_20211010_1997257_6,-691260517#2_1,997814886#2_1,DEFAULT_VEHTYPE,117.00,907.20,27.00,0.00,44.97,111.00,907.20,27.00,0.00,46.31
t_20211003_311490_18,-120273844#1_1,-120273887#1_1,truck,95.00,576.36,25.00,0.00,50.06,87.00,576.36,13.00,0.00,39.45
t_20211107_479600_1,378317391#2_0,119605266#3_1,truck,250.00,3652.42,0.00,0.00,27.18,269.00,3652.42,0.00,0.00,26.09
t_20211024_3957348_1,29312691#11_1,627749909#0_1,DEFAULT_VEHTYPE,187.00,1337.40,50.00,0.00,83.65,177.00,1337.40,51.00,0.00,90.90
t_20211024_702818_9,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,319.00,6742.83,0.00,0.00,33.65,334.00,6742.83,0.00,0.00,36.82
t_20211024_1851203_1,-162056963#6_1,-100827870#1_1,DEFAULT_VEHTYPE,140.00,1496.62,0.00,0.00,23.74,140.00,1496.62,0.00,0.00,26.69
t_20211024_2812376_1,-102695241#0_1,-223489476#2_1,DEFAULT_VEHTYPE,236.00,2042.40,50.00,0.00,88.70,232.00,2042.40,41.00,0.00,104.88
t_20211003_2243831_1,28185104#3_1,437343025#5_1,DEFAULT_VEHTYPE,80.00,821.77,0.00,0.00,12.67,71.00,821.77,6.00,0.00,20.42
t_20211031_4826882_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,51.00,551.33,0.00,0.00,11.77,61.00,551.33,0.00,0.00,11.06
t_20211114_4869217_1,-130281026#32_1,133720488#6_1,DEFAULT_VEHTYPE,255.00,2090.84,13.00,0.00,71.82,259.00,2090.84,26.00,0.00,77.24
t_20211024_1232620_1,237521194#2_1,615443797#5_2,DEFAULT_VEHTYPE,145.00,1797.88,0.00,0.00,26.00,158.00,1797.88,0.00,0.00,26.15
t_20211017_3170883_1,-123548120_1,-123548220#3_1,DEFAULT_VEHTYPE,160.00,1805.40,0.00,0.00,29.70,150.00,1805.40,12.00,0.00,40.00
t_20211017_3075538_1,426156937#0_1,-426156937#0_1,truck,133.00,1807.67,0.00,0.00,18.55,131.00,1807.67,0.00,0.00,16.63
t_20211024_784622_1,-859955135#1_1,-717098951_1,DEFAULT_VEHTYPE,290.00,2398.54,89.00,0.00,126.23,197.00,2396.32,14.00,0.00,50.34
t_20211128_93257_1,605105364#3_1,233696887#1_1,DEFAULT_VEHTYPE,56.00,541.62,3.00,0.00,16.32,54.00,541.62,3.00,0.00,16.14
t_20211010_3622507_1,128008502#1_1,102695241#0_1,DEFAULT_VEHTYPE,151.00,1083.25,36.00,0.00,51.27,146.00,1083.25,37.00,0.00,52.41
t_20211003_960015_3,-156953315#3_1,-157076677#3_1,truck,248.00,2896.55,0.00,0.00,44.06,251.00,2896.55,0.00,0.00,40.24
t_20211031_3534048_1,-378420713_1,277743732#1_1,DEFAULT_VEHTYPE,222.00,2516.40,2.00,0.00,44.44,217.00,2516.40,14.00,0.00,49.39
t_20211024_2008431_1,-137066379#4_1,995974549#5_1,DEFAULT_VEHTYPE,187.00,1702.42,23.00,0.00,53.46,147.00,1702.42,1.00,0.00,31.42
t_20211114_1055985_20,-22748930#0_1,668208394#14_1,DEFAULT_VEHTYPE,176.00,1423.70,30.00,0.00,52.28,167.00,1423.70,37.00,0.00,60.37
t_20211003_367062_1,248174349_0,243877276#1_1,truck,69.00,663.63,0.00,0.00,22.86,71.00,663.63,0.00,0.00,24.19
t_20211010_4279047_2,-120273844#1_1,-120273887#1_1,DEFAULT_VEHTYPE,56.00,576.83,0.00,0.00,13.69,73.00,578.46,4.00,0.00,28.19
t_20211024_3911523_1,846888239#0_0,43992701#2_0,DEFAULT_VEHTYPE,257.00,4776.53,0.00,0.00,33.81,269.00,4776.53,0.00,0.00,35.57
t_20211031_916622_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,52.00,551.33,0.00,0.00,10.98,55.00,551.33,0.00,0.00,11.37
t_20211003_2019258_1,-102170437#21_1,-101977326#17_1,DEFAULT_VEHTYPE,286.00,2400.20,81.00,0.00,137.55,283.00,2400.20,72.00,0.00,122.41
t_20211121_3665646_1,892353065_0,43419654#0_1,DEFAULT_VEHTYPE,210.00,3038.94,23.00,0.00,40.90,311.00,3038.94,81.00,0.00,111.56
t_20211114_614538_24,1189930720_0,1191434222_0,DEFAULT_VEHTYPE,180.00,1882.12,19.00,0.00,39.75,165.00,1882.12,24.00,0.00,46.68
t_20211010_4412584_1,1188207865#3_1,-1019666874#3_1,DEFAULT_VEHTYPE,230.00,1309.29,89.00,0.00,132.14,231.00,1309.29,86.00,0.00,125.13
t_20211128_2438095_3,-102981406#1_1,243877276#1_1,DEFAULT_VEHTYPE,324.00,2438.95,104.00,0.00,155.31,329.00,2438.95,94.00,0.00,145.54
t_20211128_161056_1,102695201#0_1,-223489476#1_1,DEFAULT_VEHTYPE,170.00,1609.20,23.00,0.00,60.12,167.00,1609.20,4.00,0.00,33.35
t_20211031_1105490_1,124963612#5_1,124963627#0_1,DEFAULT_VEHTYPE,101.00,1224.01,0.00,0.00,19.35,142.00,1224.01,0.00,0.00,18.55
t_20211024_983862_1,233696887#1_1,233696887#0_1,DEFAULT_VEHTYPE,57.00,551.33,0.00,0.00,17.65,57.00,551.33,0.00,0.00,11.23
t_20211128_277298_64,-277743732#1_1,120273844#1_1,DEFAULT_VEHTYPE,55.00,577.67,0.00,0.00,8.09,84.00,577.67,9.00,0.00,48.19
t_20211003_103714_1,223489476#1_1,-223489476#1_1,truck,176.00,1496.74,26.00,0.00,67.15,167.00,1496.74,12.00,0.00,64.74
t_20211017_326881_1,-819169272#4_1,-137066290#0_1,DEFAULT_VEHTYPE,171.00,2024.11,2.00,0.00,47.74,234.00,2024.11,42.00,0.00,107.44
t_20211128_367081_1,-229484052#7_1,-120112431#8_1,DEFAULT_VEHTYPE,166.00,1236.61,50.00,0.00,78.98,164.00,1236.61,53.00,0.00,82.36
t_20211114_223983_5,180099700#0_1,127199105#5_1,DEFAULT_VEHTYPE,202.00,1593.24,46.00,0.00,83.98,191.00,1561.61,47.00,0.00,74.45
t_20211107_102288_1,-165303212_1,137028292#1_1,DEFAULT_VEHTYPE,178.00,2327.14,0.00,0.00,20.54,261.00,2327.14,38.00,0.00,84.28
t_20211003_4520714_1,-120955758#9_1,120955758#9_1,DEFAULT_VEHTYPE,114.00,1105.49,4.00,0.00,25.84,166.00,1105.49,37.00,0.00,62.48
t_20211017_1025194_1,-837339689#0_1,651495784#7_0,DEFAULT_VEHTYPE,340.00,2077.18,175.00,0.00,223.11,351.00,2077.18,175.00,0.00,224.92
t_20211017_3861999_1,-102695241#0_1,-223489476#2_1,DEFAULT_VEHTYPE,249.00,2042.40,40.00,0.00,84.51,259.00,2042.40,38.00,0.00,95.90
t_20211024_4317174_2,-819169272#4_1,-137066290#0_1,DEFAULT_VEHTYPE,173.00,2024.11,0.00,0.00,31.24,237.00,2024.11,39.00,0.00,77.92
t_20211017_4496223_1,-229484052#21_1,-128195429#5_1,DEFAULT_VEHTYPE,151.00,1062.50,53.00,0.00,73.29,242.00,1062.50,130.00,0.00,160.90
t_20211010_2087693_1,89200115#6_1,119308846_1,DEFAULT_VEHTYPE,119.00,1387.12,0.00,0.00,21.47,119.00,1387.12,1.00,0.00,22.46
t_20211121_835859_1,605105364#3_1,233696887#1_1,DEFAULT_VEHTYPE,51.00,541.62,0.00,0.00,11.02,50.00,541.62,0.00,0.00,11.48
t_20211121_2790983_1,-473977955#6_1,133720488#6_1,DEFAULT_VEHTYPE,167.00,1323.20,40.00,0.00,68.55,167.00,1323.20,43.00,0.00,70.38
t_20211010_827060_2,223489476#1_1,-223489476#1_1,truck,161.00,1496.74,14.00,0.00,46.23,160.00,1496.74,17.00,0.00,53.37
t_20211107_804635_1,79312649#2_1,-79312649#2_1,DEFAULT_VEHTYPE,73.00,633.34,0.00,0.00,15.06,78.00,633.34,0.00,0.00,16.07
t_20211031_2824710_29,-627750917#12_1,686779987#0_1,DEFAULT_VEHTYPE,78.00,942.46,0.00,0.00,15.20,88.00,942.46,0.00,0.00,16.47
t_20211010_2405428_1,119329478_1,-886383893#8_1,DEFAULT_VEHTYPE,203.00,2098.52,23.00,0.00,59.03,294.00,2098.52,98.00,0.00,137.17
t_20211114_1803082_6,-33050698#11_1,819169272#4_1,DEFAULT_VEHTYPE,369.00,3791.59,55.00,0.00,113.19,392.00,3791.59,39.00,0.00,88.17
t_20211017_3504351_1,-1000026116#0_1,119614996#6_1,DEFAULT_VEHTYPE,298.00,2237.11,96.00,0.00,145.60,297.00,2237.11,114.00,0.00,164.63
t_20211010_392608_1,128008537#1_1,-223489476#1_1,truck,118.00,1260.35,2.00,0.00,34.75,133.00,1260.35,3.00,0.00,33.68
t_20211003_232131_77,-277743732#1_1,120273844#1_1,truck,57.00,575.57,0.00,0.00,15.54,79.00,575.57,8.00,0.00,33.43
t_20211128_4251468_1,737522149#1_1,312362938#25_0,DEFAULT_VEHTYPE,329.00,2271.98,158.00,0.00,206.39,334.00,2271.98,127.00,0.00,177.04
t_20211010_1997271_1,-842368713#1_1,189128935#6_1,DEFAULT_VEHTYPE,157.00,1181.45,48.00,0.00,77.88,159.00,1181.45,41.00,0.00,71.82
t_20211024_654545_1,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,105.00,994.35,4.00,0.00,24.98,112.00,994.35,0.00,0.00,26.63
t_20211128_798715_1,119317028#1_1,1180047185#6_0,DEFAULT_VEHTYPE,64.00,859.36,0.00,0.00,7.87,126.00,859.36,49.00,0.00,59.34
t_20211024_424927_28,48390571#2_1,868315932_1,DEFAULT_VEHTYPE,282.00,2667.45,39.00,0.00,69.62,272.00,2667.45,52.00,0.00,82.19
t_20211024_1001201_1,967414938_0,-223489476#2_1,DEFAULT_VEHTYPE,182.00,1368.59,54.00,0.00,78.35,174.00,1368.59,55.00,0.00,84.05
t_20211031_511105_3,808277658#3_0,137028292#1_1,DEFAULT_VEHTYPE,146.00,1761.89,0.00,0.00,23.24,144.00,1761.89,0.00,0.00,23.05
t_20211128_976806_1,101977419#2_1,-120159014#3_1,DEFAULT_VEHTYPE,141.00,1231.88,16.00,0.00,45.77,134.00,1231.88,16.00,0.00,46.39
t_20211031_3231326_1,123547454_1,868228654#10_1,DEFAULT_VEHTYPE,76.00,1014.16,0.00,0.00,15.81,79.00,1014.16,0.00,0.00,15.47
t_20211017_777008_2,100827921#19_1,-100827870#1_1,truck,220.00,1534.88,50.00,0.00,97.18,173.00,1534.88,9.00,0.00,67.77
t_20211031_2300584_7,44420766#4_0,775773151_1,DEFAULT_VEHTYPE,154.00,4183.30,0.00,0.00,12.27,144.00,4183.30,0.00,0.00,11.47
t_20211121_717573_1,-277743732#1_1,120273844#1_1,DEFAULT_VEHTYPE,54.00,577.67,0.00,0.00,10.88,74.00,577.67,10.00,0.00,28.73
t_20211017_2006203_1,-102695241#0_1,-128008502#1_1,DEFAULT_VEHTYPE,123.00,1084.32,34.00,0.00,55.04,141.00,1084.32,43.00,0.00,58.39
t_20211017_2513311_1,128194491_1,229626861#3_1,DEFAULT_VEHTYPE,248.00,2245.56,44.00,0.00,90.31,246.00,2245.56,49.00,0.00,97.30
t_20211010_808614_1,74882788#28_1,-74034799#64_1,DEFAULT_VEHTYPE,118.00,805.73,33.00,0.00,53.06,116.00,814.55,36.00,0.00,57.51
t_20211003_3282658_1,53638243#2_1,-33050698#12_1,DEFAULT_VEHTYPE,263.00,2609.95,28.00,0.00,98.58,258.00,2609.95,33.00,0.00,87.60
t_20211003_488607_1,101764677#0_1,243877276#1_0,DEFAULT_VEHTYPE,378.00,2956.00,103.00,0.00,169.72,384.00,2956.00,101.00,0.00,168.33
t_20211031_2256791_5,-119615131#0_1,119605145#7_1,DEFAULT_VEHTYPE,301.00,3169.22,28.00,0.00,94.26,390.00,3169.22,103.00,0.00,174.33
t_20211128_996172_1,-668208394#14_1,668208394#14_1,DEFAULT_VEHTYPE,107.00,586.13,43.00,0.00,58.60,106.00,586.13,44.00,0.00,59.96
t_20211107_3655029_1,934904316#0_1,842368685#10_1,DEFAULT_VEHTYPE,375.00,2623.74,185.00,0.00,241.51,377.00,2623.74,171.00,0.00,229.88
t_20211017_2745498_1,-67005283#6_1,75947017#3_1,DEFAULT_VEHTYPE,284.00,3119.53,50.00,0.00,96.48,292.00,3119.53,41.00,0.00,87.84
t_20211024_715797_22,729769744#20_1,34049070#6_1,DEFAULT_VEHTYPE,91.00,1048.39,0.00,0.00,13.13,108.00,1048.39,0.00,0.00,14.69
t_20211121_735520_1,43419655#8_1,176920625#0_2,DEFAULT_VEHTYPE,95.00,800.08,22.00,0.00,44.94,97.00,800.08,16.00,0.00,38.10
t_20211128_2456327_1,-934904316#7_1,-97209940#5_1,DEFAULT_VEHTYPE,161.00,1299.59,54.00,0.00,84.72,150.00,1299.59,64.00,0.00,94.63
t_20211031_722458_1,43419655#2_1,176920625#0_1,DEFAULT_VEHTYPE,178.00,1207.36,60.00,0.00,93.32,175.00,1207.36,76.00,0.00,104.93
t_20211031_1019604_4,593046492#0_0,593046492#1_1,DEFAULT_VEHTYPE,214.00,6345.54,0.00,0.00,11.63,234.00,6345.54,0.00,0.00,11.69
t_20211107_2152518_1,-102695241#0_1,-100827870#1_1,DEFAULT_VEHTYPE,196.00,1693.74,35.00,0.00,66.49,191.00,1693.74,35.00,0.00,67.36
t_20211121_4488643_1,-102695241#0_1,-100827870#1_1,DEFAULT_VEHTYPE,162.00,1693.74,9.00,0.00,49.23,158.00,1693.74,7.00,0.00,38.16
t_20211003_1201805_1,-120273844#1_1,-120273887#0_1,DEFAULT_VEHTYPE,67.00,630.81,4.00,0.00,20.90,63.00,632.44,0.00,0.00,9.30
t_20211003_519100_9,-120273844#1_1,-120273887#1_1,truck,68.00,574.73,1.00,0.00,24.80,62.00,576.36,0.00,0.00,16.94
t_20211024_397609_1,137320755#2_1,-133720482#5_1,DEFAULT_VEHTYPE,275.00,2253.29,5.00,0.00,53.41,274.00,2253.29,22.00,0.00,71.71
t_20211017_780463_2,28187775#2_1,480972620#1_1,DEFAULT_VEHTYPE,228.00,2317.56,48.00,0.00,83.49,227.00,2317.56,50.00,0.00,84.53
t_20211031_596258_6,-321107542#1_1,321107542#1_1,DEFAULT_VEHTYPE,153.00,1981.38,0.00,0.00,14.59,159.00,1981.38,0.00,0.00,15.37
t_20211121_2811397_5,491244288_0,997814886#2_1,DEFAULT_VEHTYPE,124.00,1181.08,20.00,0.00,41.26,135.00,1181.08,24.00,0.00,48.25
t_20211017_2265010_1,-58473437#28_1,121061586#1_1,DEFAULT_VEHTYPE,102.00,860.61,28.00,0.00,46.80,105.00,860.61,28.00,0.00,46.09
t_20211003_865728_3,-120273844#1_1,-120273887#1_1,truck,65.00,574.73,0.00,0.00,20.14,60.00,576.36,0.00,0.00,17.59
t_20211010_4246399_1,378317388#5_0,-479943829_1,DEFAULT_VEHTYPE,179.00,1294.25,45.00,0.00,64.93,113.00,1294.25,0.00,0.00,14.67
t_20211114_3848066_1,438367202#0_0,44351425#7_0,DEFAULT_VEHTYPE,313.00,6742.83,0.00,0.00,37.68,319.00,6742.83,0.00,0.00,35.54
t_20211003_197994_1,-277743732#1_1,120273844#1_1,truck,60.00,575.57,0.00,0.00,16.62,61.00,575.09,0.00,0.00,16.22
t_20211003_161375_2,-101187781#3_1,-100827870#1_1,DEFAULT_VEHTYPE,178.00,1279.97,34.00,0.00,61.72,164.00,1279.97,37.00,0.00,71.20
t_20211107_4141210_1,101187652_1,288132112#1_0,DEFAULT_VEHTYPE,420.00,3216.86,146.00,0.00,197.16,418.00,3216.86,153.00,0.00,203.68
t_20211121_4493160_4,223489476#2_1,-128008526#2_1,DEFAULT_VEHTYPE,144.00,1386.88,4.00,0.00,31.52,144.00,1386.88,19.00,0.00,53.31
t_20211031_937097_1,-101641329#0_1,243877276#1_1,truck,216.00,1541.73,50.00,0.00,106.26,216.00,1541.73,50.00,0.00,104.86
t_20211107_128987_13,-277743732#1_1,120273844#1_1,truck,60.00,575.57,0.00,0.00,16.87,60.00,575.09,0.00,0.00,17.47
t_20211107_261631_1,-119615129#2_1,119615131#0_1,truck,261.00,2000.94,58.00,0.00,121.50,260.00,2000.94,54.00,0.00,117.86
t_20211107_477350_1,1187850210_1,119316977#1_1,DEFAULT_VEHTYPE,67.00,642.10,0.00,0.00,10.86,66.00,642.10,0.00,0.00,10.87
t_20211010_884643_61,223489476#1_1,-100827870#1_1,truck,408.00,3216.85,106.00,0.00,202.67,407.00,3216.85,105.00,0.00,199.53
t_20211003_1042364_1,564369142#10_1,-564369142#10_1,DEFAULT_VEHTYPE,189.00,1549.92,27.00,0.00,60.01,185.00,1549.92,43.00,0.00,83.38
t_20211121_4419257_1,799361047#8_1,120046111#2_1,DEFAULT_VEHTYPE,131.00,1609.90,26.00,0.00,45.68,223.00,1609.90,90.00,0.00,125.95
t_20211114_1204863_3,223489476#2_1,-102695201#1_1,DEFAULT_VEHTYPE,105.00,1157.98,0.00,0.00,22.00,104.00,1157.98,0.00,0.00,20.38
t_20211017_463743_2,-277743732#1_1,120273844#1_1,DEFAULT_VEHTYPE,57.00,577.67,0.00,0.00,15.45,60.00,577.19,0.00,0.00,13.86
t_20211010_1114479_4,-120273844#1_1,-120273887#1_1,truck,57.00,574.73,0.00,0.00,13.96,65.00,576.36,2.00,0.00,21.90
t_20211010_897303_1,426156937#0_1,120955715_1,DEFAULT_VEHTYPE,286.00,3204.51,42.00,0.00,86.02,296.00,3204.51,38.00,0.00,86.90
t_20211128_4286542_1,128008502#1_1,102695241#0_1,DEFAULT_VEHTYPE,152.00,1083.25,35.00,0.00,75.55,129.00,1083.25,40.00,0.00,54.16
t_20211121_4946996_1,622670657#3_1,672860114#0_1,DEFAULT_VEHTYPE,125.00,909.11,32.00,0.00,48.46,122.00,909.11,31.00,0.00,49.95
t_20211114_3805189_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,130.00,632.69,52.00,0.00,79.88,130.00,632.69,54.00,0.00,79.74
t_20211010_1034554_1,651472811#15_1,-119617353#0_1,DEFAULT_VEHTYPE,267.00,3057.68,70.00,0.00,111.20,278.00,3057.68,54.00,0.00,92.70
t_20211017_2149923_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,129.00,632.69,50.00,0.00,81.49,125.00,632.69,46.00,0.00,77.46
t_20211024_1459719_3,491244288_0,-210352172#44_1,DEFAULT_VEHTYPE,423.00,3122.59,123.00,0.00,200.77,419.00,3122.59,136.00,0.00,206.90
t_20211128_791797_1,846888239#0_0,43992701#2_1,DEFAULT_VEHTYPE,326.00,4776.53,39.00,0.00,77.06,315.00,4776.53,43.00,0.00,78.51
t_20211031_604725_7,223489476#2_1,102695241#0_1,DEFAULT_VEHTYPE,244.00,2043.16,39.00,0.00,75.42,248.00,2155.29,50.00,0.00,107.39
t_20211010_826269_1,846888239#0_0,43992701#2_0,DEFAULT_VEHTYPE,342.00,4776.53,43.00,0.00,76.58,258.00,4776.53,0.00,0.00,45.83
t_20211114_225595_4,223489476#1_1,102695241#0_1,DEFAULT_VEHTYPE,265.00,2387.99,36.00,0.00,81.95,270.00,2500.12,47.00,0.00,118.65
t_20211031_356779_1,-1302710118#0_1,-133720496#12_1,truck,156.00,1246.86,52.00,0.00,75.54,154.00,1246.86,56.00,0.00,79.07
t_20211003_1926664_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,130.00,632.69,44.00,0.00,75.35,124.00,632.69,43.00,0.00,78.12
t_20211003_3098967_4,-120955758#9_1,-120956297_1,DEFAULT_VEHTYPE,160.00,1320.20,42.00,0.00,59.96,98.00,1320.20,0.00,0.00,14.30
t_20211017_1017675_1,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,121.00,632.69,49.00,0.00,80.23,125.00,632.69,43.00,0.00,79.03
t_20211017_373389_1,223489476#1_1,-100827870#1_1,truck,386.00,3216.85,81.00,0.00,171.31,384.00,3216.85,88.00,0.00,185.96
t_20211114_3014255_1,846888239#0_0,890891591#0_1,DEFAULT_VEHTYPE,360.00,4630.38,65.00,0.00,125.69,356.00,4630.38,81.00,0.00,135.47
t_20211017_514954_1,30065931#8_1,-475445327#1_1,DEFAULT_VEHTYPE,106.00,1147.25,0.00,0.00,14.99,91.00,1147.25,0.00,0.00,14.56
t_20211031_4026676_1,603969984#2_1,-120112431#8_1,truck,290.00,2067.86,97.00,0.00,149.83,290.00,2067.86,90.00,0.00,143.42
t_20211114_614538_27,359839964_0,651370142#1_0,DEFAULT_VEHTYPE,140.00,1108.99,36.00,0.00,65.28,139.00,1108.99,34.00,0.00,68.79
t_20211010_1568125_1,846888239#0_0,43992701#2_1,DEFAULT_VEHTYPE,231.00,4776.53,0.00,0.00,41.08,311.00,4776.53,18.00,0.00,54.88
t_20211010_3321563_14,-1013421828_1,1013421828_1,DEFAULT_VEHTYPE,105.00,994.35,0.00,0.00,25.18,113.00,994.35,0.00,0.00,16.09
t_20211024_711755_1,120956713#0_1,120955715_1,DEFAULT_VEHTYPE,81.00,831.73,0.00,0.00,10.77,95.00,831.73,0.00,0.00,11.63
t_20211031_4821170_1,-33050698#11_1,1091810134#1_1,DEFAULT_VEHTYPE,77.00,881.03,0.00,0.00,15.19,78.00,881.03,0.00,0.00,15.47
t_20211024_166261_1,120273887#1_1,798745729#4_1,DEFAULT_VEHTYPE,173.00,789.48,88.00,0.00,114.18,180.00,782.70,65.00,0.00,126.88
t_20211128_3394638_1,120956297_1,-120956297_1,DEFAULT_VEHTYPE,153.00,849.38,51.00,0.00,79.50,145.00,849.38,55.00,0.00,85.33
t_20211017_164904_1,378600191#0_1,58473437#28_1,DEFAULT_VEHTYPE,399.00,3302.26,85.00,0.00,151.69,377.00,3302.26,134.00,0.00,198.17
t_20211114_4166255_1,-837494255#10_1,-651473924#3_1,DEFAULT_VEHTYPE,296.00,3553.99,19.00,0.00,71.41,294.00,3553.99,23.00,0.00,78.86
t_20211024_350091_1,120273887#1_1,798745729#4_1,DEFAULT_VEHTYPE,171.00,789.48,86.00,0.00,115.11,245.00,770.06,101.00,0.00,165.17
t_20211121_1725058_1,120956847#1_1,-120956847#1_1,DEFAULT_VEHTYPE,78.00,652.04,0.00,0.00,13.20,63.00,652.04,0.00,0.00,14.17
t_20211128_705078_1,-277743732#1_1,120273844#1_1,DEFAULT_VEHTYPE,60.00,577.67,0.00,0.00,10.12,62.00,577.67,0.00,0.00,9.56
t_20211121_3142486_3,378600191#0_1,58473437#28_1,DEFAULT_VEHTYPE,395.00,3302.26,84.00,0.00,207.30,375.00,3302.26,101.00,0.00,167.44
t_20211128_788519_6,248174349_0,243877276#1_1,DEFAULT_VEHTYPE,126.00,632.69,42.00,0.00,73.73,130.00,632.69,40.00,0.00,80.63
t_20211121_1851153_1,-802330451#19_1,-312592560#6_0,DEFAULT_VEHTYPE,161.00,1638.60,22.00,0.00,45.36,157.00,1638.60,22.00,0.00,47.66
t_20211017_1198542_1,763210011#2_0,-633218712_1,DEFAULT_VEHTYPE,134.00,1471.86,0.00,0.00,16.02,119.00,1471.86,0.00,0.00,15.76
t_20211107_3056771_1,1169288440_1,798745729#4_1,DEFAULT_VEHTYPE,283.00,1884.74,92.00,0.00,140.53,288.00,1884.74,103.00,0.00,156.28
t_20211017_4199664_1,165048601#2_1,44351425#7_0,DEFAULT_VEHTYPE,425.00,5502.72,98.00,0.00,149.52,456.00,5502.72,73.00,0.00,130.25
t_20211107_268261_1,-732836013#1_1,-80093887_1,DEFAULT_VEHTYPE,388.00,3492.27,110.00,0.00,175.69,387.00,3492.27,116.00,0.00,174.91
t_20211017_1396136_4,-120261508_1,798745729#4_1,DEFAULT_VEHTYPE,294.00,2229.42,88.00,0.00,159.94,358.00,2229.42,137.00,0.00,200.28
t_20211003_259966_1,-120046222_1,-120045382_1,DEFAULT_VEHTYPE,193.00,1999.18,38.00,0.00,66.42,187.00,1999.18,36.00,0.00,61.53
t_20211010_3589306_1,128008502#1_1,102695241#0_1,DEFAULT_VEHTYPE,111.00,1083.25,0.00,0.00,10.98,109.00,1083.25,0.00,0.00,10.31
t_20211128_2057102_1,-120162123#1_1,-102695201#0_1,DEFAULT_VEHTYPE,304.00,2679.29,43.00,0.00,91.37,278.00,2679.29,58.00,0.00,98.94
t_20211024_1066325_1,1149389052#4_0,672267591_1,DEFAULT_VEHTYPE,302.00,3721.78,28.00,0.00,56.81,300.00,3721.78,42.00,0.00,75.42
t_20211107_277456_1,120273887#1_1,120273844#1_1,truck,60.00,575.09,0.00,0.00,16.30,55.00,575.09,0.00,0.00,15.23
t_20211017_595381_1,-119605145#7_1,-119607721#4_1,DEFAULT_VEHTYPE,119.00,1407.95,0.00,0.00,15.36,109.00,1407.95,1.00,0.00,20.24
